name,label,summary,description
perl-Class-Inspector,库, Get information about a class and its structure," Class::Inspector allows you to get information about a loaded class.
Most or all of this information can be found in other ways, but they aren't
always very friendly, and usually involve a relatively high level of Perl
wizardry, or strange and unusual looking code. Class::Inspector attempts to
provide an easier, more friendly interface to this information."
uom-lib,库, Java Unit of Measurement Libraries (JSR 363), Units of Measurement Libraries - extending and complementing JSR 363.
xmlsec1,库," Library providing support for ""XML Signature"" and ""XML Encryption"" standards"," XML Security Library is a C library based on LibXML2  and OpenSSL.
The library was created with a goal to support major XML security
standards ""XML Digital Signature"" and ""XML Encryption""."
perl-Class-Struct,库, Declare struct-like data types as Perl classes," Class::Struct module exports a single function struct(). Given a list of
element names and types, and optionally a class name, struct() creates a
Perl 5 class that implements a struct-like data structure."
perl-HTTP-Daemon,库, Simple HTTP server class," Instances of the HTTP::Daemon class are HTTP/1.1 servers that listen on a
socket for incoming requests. The HTTP::Daemon is a subclass of
IO::Socket::IP, so you can perform socket operations directly on it too."
udisks2-lsm,库, Module for LSM, This package contains module for LSM configuration.
mariadb-gssapi-server,库, GSSAPI authentication plugin for server," GSSAPI authentication server-side plugin for MariaDB for passwordless login.
This plugin includes support for Kerberos on Unix."
lapack64,库, Numerical linear algebra package libraries," LAPACK (Linear Algebra PACKage) is a standard library for numerical
linear algebra. LAPACK provides routines for solving systems of
simultaneous linear equations, least-squares solutions of linear
systems of equations, eigenvalue problems, and singular value
problems. Associated matrix factorizations (LU, Cholesky, QR, SVD,
Schur, and generalized Schur) and related computations (i.e.,
reordering of Schur factorizations and estimating condition numbers)
are also included. LAPACK can handle dense and banded matrices, but
not general sparse matrices. Similar functionality is provided for
real and complex matrices in both single and double precision. LAPACK
is coded in Fortran90 and built with gcc.
This build has 64bit INTEGER support."
perl-overload,库, Overloading Perl operations," The ""overload"" pragma allows overloading of Perl operators for a class. To
overload built-in functions, see ""Overriding Built-in Functions"" in perlsub
POD instead."
osgi-annotation-javadoc,库, API documentation for osgi-annotation, This package contains the API documentation for osgi-annotation.
libsvm,库, A Library for Support Vector Machines," LIBSVM is an integrated software for support vector classification,
(C-SVC, nu-SVC ), regression (epsilon-SVR, nu-SVR) and distribution
estimation (one-class SVM ). It supports multi-class classification."
dotnet-hostfxr-6.0,库, .NET command line host resolver," The .NET host resolver contains the logic to resolve and select
the right version of the .NET SDK or runtime to use.

.NET is a fast, lightweight and modular platform for creating
cross platform applications that work on Linux, Mac and Windows.

It particularly focuses on creating console applications, web
applications and micro-services."
perl-Text-ParseWords,库, Parse text into an array of tokens or array of arrays," The nested_quotewords() and quotewords() functions accept a delimiter (which
can be a regular expression) and a list of lines and then breaks those lines
up into a list of words ignoring delimiters that appear inside quotes.
quotewords() returns all of the tokens in a single long list, while
nested_quotewords() returns a list of token lists corresponding to the
elements of @lines. parse_line() does tokenizing on a single string. The
quotewords() functions simply call &parse_line(), so if you're only splitting
one line you can call parse_line() directly and save a function call."
qatengine,库, Intel QuickAssist Technology (QAT) OpenSSL Engine," This package provides the Intel QuickAssist Technology OpenSSL Engine
(an OpenSSL Plug-In Engine) which provides cryptographic acceleration
for both hardware and optimized software using Intel QuickAssist Technology
enabled Intel platforms."
torque-libs,库, Run-time libs for programs which will use the torque library," TORQUE (Tera-scale Open-source Resource and QUEue manager) is a resource
manager providing control over batch jobs and distributed compute nodes.
TORQUE is based on OpenPBS version 2.3.12 and incorporates scalability,
fault tolerance, and feature extension patches provided by USC, NCSA, OSC,
the U.S. Dept of Energy, Sandia, PNNL, U of Buffalo, TeraGrid, and many
other leading edge HPC organizations.

This package includes the shared libraries necessary for running TORQUE
programs."
python3-libs,库, Python runtime libraries," This package contains runtime libraries for use by Python:
- the majority of the Python standard library
- a dynamically linked library for use by applications that embed Python as
  a scripting language, and by the main ""python3"" executable"
bcel,库, Byte Code Engineering Library," The Byte Code Engineering Library (formerly known as JavaClass) is
intended to give users a convenient possibility to analyze, create, and
manipulate (binary) Java class files (those ending with .class). Classes
are represented by objects which contain all the symbolic information of
the given class: methods, fields and byte code instructions, in
particular.  Such objects can be read from an existing file, be
transformed by a program (e.g. a class loader at run-time) and dumped to
a file again. An even more interesting application is the creation of
classes from scratch at run-time. The Byte Code Engineering Library
(BCEL) may be also useful if you want to learn about the Java Virtual
Machine (JVM) and the format of Java .class files.  BCEL is already
being used successfully in several projects such as compilers,
optimizers, obsfuscators and analysis tools, the most popular probably
being the Xalan XSLT processor at Apache."
javamail,库, Java Mail API," The JavaMail API provides a platform-independent and protocol-independent
framework to build mail and messaging applications."
mimetic,库, A full featured C++ MIME library," mimetic is an Email library (MIME) written in C++ designed to be easy to use
and integrate but yet fast and efficient.

It has been built around the standard lib. This means that you'll not find yet
another string class or list implementation and that you'll feel comfortable
in using this library from the very first time.

Most classes functionalities and behavior will be clear if you ever studied
MIME and its components; if you don't know anything about Internet messages
you'll probably want to read some RFCs to understand the topic and, therefore,
easily use the library whose names, whenever possible, overlap terms adopted
in the standard RFC documents. At the very least: RFC 822, RFC 2045 and RFC
2046."
libvorbis-devel-docs,库, Documentation for developing Vorbis applications, Documentation for developing applications with libvorbis.
spice-gtk3-vala,库, Vala bindings for the spice-gtk-3.0 library, A module allowing use of the spice-gtk-3.0 widget from vala
perl-Sys-MemInfo,库,Memory information as Perl module ,"Sys::MemInfo returns the total amount of free and used physical memory in
bytes in totalmem and freemem variables. "
slapi-nis,库, NIS Server and Schema Compatibility plugins for Directory Server," This package provides two plugins for Red Hat and 389 Directory Server.

The NIS Server plugin allows the directory server to act as a NIS server
for clients, dynamically generating and updating NIS maps according to
its configuration and the contents of the DIT, and serving the results to
clients using the NIS protocol as if it were an ordinary NIS server.

The Schema Compatibility plugin allows the directory server to provide an
alternate view of entries stored in part of the DIT, optionally adding,
dropping, or renaming attribute values, and optionally retrieving values
for attributes from multiple entries in the tree."
mingw64-libpng,库, MinGW Windows Libpng library, MinGW Windows Libpng library.
perl-DateTime,库, Date and time object for Perl," DateTime is a class for the representation of date/time combinations.  It
represents the Gregorian calendar, extended backwards in time before its
creation (in 1582). This is sometimes known as the ""proleptic Gregorian
calendar"". In this calendar, the first day of the calendar (the epoch), is the
first day of year 1, which corresponds to the date which was (incorrectly)
believed to be the birth of Jesus Christ."
phonon-qt5,库, Multimedia framework api for Qt5, Multimedia framework api for Qt5.
lzo,库, Data compression library with very fast (de)compression," LZO is a portable lossless data compression library written in ANSI C.
It offers pretty fast compression and very fast decompression.
Decompression requires no memory. In addition there are slower
compression levels achieving a quite competitive compression ratio
while still decompressing at this very high speed."
python38-cffi,库, Foreign Function Interface for Python 3 to call C code," Foreign Function Interface for Python, providing a convenient and
reliable way of calling existing C code from Python. The interface is
based on LuaJIT__ FFI."
libserializer,库, JFreeReport General Serialization Framework," Libserializer contains a general serialization framework that simplifies the
task of writing custom java serialization handlers."
bsf-javadoc,库, Javadoc for bsf, Javadoc for bsf.
boost-mpich,库, Run-time component of Boost.MPI library," 
Run-time support for Boost.MPI-MPICH, a library providing a clean C++
API over the MPICH implementation of MPI."
libblockdev,库, A library for low-level manipulation with block devices," The libblockdev is a C library with GObject introspection support that can be
used for doing low-level operations with block devices like setting up LVM,
BTRFS, LUKS or MD RAID. The library uses plugins (LVM, BTRFS,...) and serves as
a thin wrapper around its plugins' functionality. All the plugins, however, can
be used as standalone libraries. One of the core principles of libblockdev is
that it is stateless from the storage configuration's perspective (e.g. it has
no information about VGs when creating an LV)."
libblockdev-fs,库, The FS plugin for the libblockdev library," The libblockdev library plugin (and in the same time a standalone library)
providing the functionality related to operations with file systems."
python3-jabberpy,库, Python xmlstream and jabber IM protocol libs," jabber.py is a Python module for the jabber instant messaging
protocol. jabber.py deals with the xml parsing and socket code,
leaving the programmer to concentrate on developing quality jabber
based applications with Python.

This module contains python3 bindings."
javacc-manual,库, Manual for javacc, Manual for javacc.
qt5-qtsvg,库, Qt5 - Support for rendering and displaying SVG," Scalable Vector Graphics (SVG) is an XML-based language for describing
two-dimensional vector graphics. Qt provides classes for rendering and
displaying SVG drawings in widgets and on other paint devices."
rubygem-xmlrpc,库, XMLRPC is a lightweight protocol that enables remote procedure calls over HTTP," XMLRPC is a lightweight protocol that enables remote procedure calls over
HTTP."
python3-six,库, Python 2 and 3 compatibility utilities," python-six provides simple utilities for wrapping over differences between
Python 2 and Python 3.
Python 3 version."
xcb-util-wm,库, Client and window-manager helper library on top of libxcb," XCB util-wm module provides the following libraries:

  - ewmh: Both client and window-manager helpers for EWMH.
  - icccm: Both client and window-manager helpers for ICCCM."
apache-commons-lang-javadoc,库, API documentation for apache-commons-lang, API documentation for apache-commons-lang.
libblockdev-utils,库, A library with utility functions for the libblockdev library," The libblockdev-utils is a library providing utility functions used by the
libblockdev library and its plugins."
libguestfs-rescue,库, Additional tools for virt-rescue," This adds additional tools to use inside the virt-rescue shell,
such as ssh, network utilities, editors and debugging utilities."
php-pgsql,库, A PostgreSQL database module for PHP," The php-pgsql package add PostgreSQL database support to PHP.
PostgreSQL is an object-relational database management
system that supports almost all SQL constructs. PHP is an
HTML-embedded scripting language. If you need back-end support for
PostgreSQL, you should install this package in addition to the main
php package."
libpaper,库, Library and tools for handling papersize," The paper library and accompanying files are intended to provide a
simple way for applications to take actions based on a system- or
user-specified paper size. This release is quite minimal, its purpose
being to provide really basic functions (obtaining the system paper name
and getting the height and width of a given kind of paper) that
applications can immediately integrate."
maven-common-artifact-filters-javadoc,库, Javadoc for maven-common-artifact-filters, This package contains javadoc for maven-common-artifact-filters.
python3-sssdconfig,库, SSSD and IPA configuration file manipulation classes and functions, Provides python3 files for manipulation SSSD and IPA configuration files.
bind-pkcs11-libs,库, Bind libraries compiled with native PKCS#11," This is a set of BIND libraries (dns, isc) compiled with native PKCS#11
functionality."
java-1.8.0-alibaba-dragonwell-devel-fastdebug,库, Alibaba Dragonwell 1.8.0 Runtime Environment devel fastdebug, Alibaba Dragonwell 1.8.0 Runtime Environment devel fastdebug
soundtouch,库," Audio Processing library for changing Tempo, Pitch and Playback Rates"," SoundTouch is a LGPL-licensed open-source audio processing library for
changing the Tempo, Pitch and Playback Rates of audio streams or
files. The SoundTouch library is suited for application developers
writing sound processing tools that require tempo/pitch control
functionality, or just for playing around with the sound effects.

The SoundTouch library source kit includes an example utility
SoundStretch which allows processing .wav audio files from a
command-line interface."
aspnetcore-runtime-6.0,库, ASP.NET Core 6.0 runtime," The ASP.NET Core runtime contains everything needed to run .NET
web applications. It includes a high performance Virtual Machine as
well as the framework libraries used by .NET applications.

ASP.NET Core is a fast, lightweight and modular platform for creating
cross platform web applications that work on Linux, Mac and Windows.

It particularly focuses on creating console applications, web
applications and micro-services."
texlive-ae,库, Virtual fonts for T1 encoded CMR-fonts," A set of virtual fonts which emulates T1 coded fonts using the
standard CM fonts. The package name, AE fonts, supposedly
stands for ""Almost European"". The main use of the package was
to produce PDF files using Adobe Type 1 versions of the CM
fonts instead of bitmapped EC fonts. Note that direct
substitutes for the bitmapped EC fonts are now available, via
the CM-super, Latin Modern and (in a restricted way) CM-LGC
font sets."
ant-junit,库, Optional junit tasks for ant, Optional junit tasks for ant.
python3-boom,库, A set of libraries and tools for managing boot loader entries," Boom is a boot manager for Linux systems using boot loaders that support
the BootLoader Specification for boot entry configuration.

Boom requires a BLS compatible boot loader to function: either the
systemd-boot project, or Grub2 with the BLS patch.

This package provides python3 boom module."
compat-openssl10,库, Compatibility version of the OpenSSL library," The OpenSSL toolkit provides support for secure communications between
machines. This version of OpenSSL package contains only the libraries
and is provided for compatibility with previous releases and software
that does not support compilation with OpenSSL-1.1."
libieee1284,库, A library for interfacing IEEE 1284-compatible devices, The libieee1284 library is for communicating with parallel port devices.
php-recode,库, A module for PHP applications for using the recode library," The php-recode package contains a dynamic shared object that will add
support for using the recode library to PHP."
libreoffice-langpack-sv,库, Swedish language pack for LibreOffice, Provides additional Swedish translations and resources for LibreOffice.
python2-pytest-mock,库, Thin-wrapper around the mock package for easier use with py.test," This plugin installs a mocker fixture which is a thin-wrapper around the
patching API provided by the mock package, but with the benefit of not having
to worry about undoing patches at the end of a test."
python3-nose,库, Nose Documentation," nose extends the test loading and running features of unit test, making
it easier to write, find and run tests.

By default, nose will run tests in files or directories under the
current working directory whose names include ""test"" or ""Test"" at a
word boundary (like ""test_this"" or ""functional_test"" or ""TestClass""
but not ""libtest""). Test output is similar to that of unit test, but
also includes captured stdout output from failing tests, for easy
print-style debugging.

These features, and many more, are customizable through the use of
plugins. Plugins included with nose provide support for doctest, code
coverage and profiling, flexible attribute-based test selection,
output capture and more.

This package installs the nose module and nosetests3 program that can discover
python3 unit tests."
GeoIP-GeoLite-data-extra,库, Free GeoLite IP geolocation databases," The GeoLite databases are free IP geolocation databases. This package contains
databases that map IPv6 addresses to countries, plus IPv4 and IPv6 addresses
to cities and autonomous system numbers.

This product includes GeoLite data created by MaxMind, available from
http://www.maxmind.com/"
kf5-kio-core,库, Core components of the KIO Framework, KIOCore library provides core non-GUI components for working with KIO.
perl-Sub-Info,库, Tool for inspecting Perl subroutines, This allows to inspect Perl subroutines.
mythes-sv,库, Swedish thesaurus, Swedish thesaurus.
libtiff,库, Library of functions for manipulating TIFF format image files," The libtiff package contains a library of functions for manipulating
TIFF (Tagged Image File Format) image format files.  TIFF is a widely
used file format for bitmapped images.  TIFF files usually end in the
.tif extension and they are often quite large.

The libtiff package should be installed if you need to manipulate TIFF
format image files."
mingw64-termcap,库, MinGW terminal feature database," This is the GNU termcap library -- a library of C functions that
enable programs to send control strings to terminals in a way
independent of the terminal type.  The GNU termcap library does not
place an arbitrary limit on the size of termcap entries, unlike most
other termcap libraries.

This package contains libraries and development tools for the MinGW
cross-compiled version."
vapoursynth-libs,库, VapourSynth's core library with a C++ API, VapourSynth's core library with a C++ API.
perl-FCGI,库, FastCGI Perl bindings, FastCGI Perl bindings.
pcm,库, Processor Counter Monitor," 
Processor Counter Monitor (PCM) is an application programming
interface (API) and a set of tools based on the API to monitor
performance and energy metrics of Intel(r) Core(tm), Xeon(r), Atom(tm)
and Xeon Phi(tm) processors. PCM works on Linux, Windows, Mac OS X,
FreeBSD and DragonFlyBSD operating systems."
skkdic,库, Dictionaries for SKK (Simple Kana-Kanji conversion program)," This package includes the SKK dictionaries, including the large dictionary
SKK-JISYO.L and pubdic+ dictionary."
libreoffice-help-hu,库, Hungarian help for LibreOffice, Provides Hungarian help for LibreOffice.
python3-justbytes,库, Library for handling computation with address ranges in bytes," A library for handling computations with address ranges. The library also offers
a configurable way to extract the representation of a value.

Python 3 version."
perl-constant,库,Perl pragma to declare constants ,"This pragma allows you to declare constants at compile-time:

use constant PI => 4 * atan2(1, 1);

When you declare a constant such as ""PI"" using the method shown above,
each machine your script runs upon can have as many digits of accuracy
as it can use. Also, your program will be easier to read, more likely
to be maintained (and maintained correctly), and far less likely to
send a space probe to the wrong planet because nobody noticed the one
equation in which you wrote 3.14195.

When a constant is used in an expression, Perl replaces it with its
value at compile time, and may then optimize the expression further.
In particular, any code in an ""if (CONSTANT)"" block will be optimized
away if the constant is false. "
gflags,库, Library for commandline flag processing," The gflags package contains a library that implements commandline
flags processing. As such it's a replacement for getopt(). It has
increased flexibility, including built-in support for C++ types like
string, and the ability to define flags in the source file in which
they're used."
pcre2-utf16,库,UTF-16 variant of PCRE2 ,This is PCRE2 library working on UTF-16 strings. 
polkit-libs,库, Libraries for polkit, Libraries files for polkit.
libknet1,库, Kronosnet core switching implementation (protocol v1)," Kronosnet, often referred to as knet, is a network abstraction layer
designed for High Availability use cases, where redundancy, security,
fault tolerance and fast fail-over are the core requirements of your
application.

The whole kronosnet core is implemented in this library.
Please refer to https://kronosnet.org/ for further  information."
perl-Config-Extensions,库, Hash lookup of which Perl core extensions were built," The Config::Extensions module provides a hash %Extensions containing all the
core extensions that were enabled for this perl."
python38-requests,库," HTTP library, written in Python, for human beings"," Most existing Python modules for sending HTTP requests are extremely verbose and
cumbersome. Python__ built-in urllib2 module provides most of the HTTP
capabilities you should need, but the API is thoroughly broken. This library is
designed to make HTTP requests easy for developers."
qt5-qtscript-examples,库, Programming examples for qt5-qtscript, Programming examples for qt5-qtscript.
mingw64-glib2-static,库, Static version of the MinGW Windows GLib2 library, Static version of the MinGW Windows GLib2 library.
rsyslog-gnutls,库, TLS protocol support for rsyslog via GnuTLS library," The rsyslog-gnutls package contains the rsyslog plugins that provide the
ability to send and receive syslog messages via TCP or RELP using TLS
encryption via GnuTLS library. For details refer to rsyslog doc on imtcp
and omfwd modules."
python2-psycopg2,库, A PostgreSQL database adapter for Python 2," Psycopg is the most popular PostgreSQL adapter for the Python
programming language. At its core it fully implements the Python DB
API 2.0 specifications. Several extensions allow access to many of the
features offered by PostgreSQL."
apr-util,库, Apache Portable Runtime Utility library," The mission of the Apache Portable Runtime (APR) is to provide a
free library of C data structures and routines.  This library
contains additional utility interfaces for APR; including support
for XML, LDAP, database interfaces, URI parsing and more."
apache-commons-codec,库, Implementations of common encoders and decoders," Commons Codec is an attempt to provide definitive implementations of
commonly used encoders and decoders. Examples include Base64, Hex,
Phonetic and URLs."
python3-talloc,库, Python bindings for the Talloc library, Python 3 libraries for creating bindings using talloc
python-podman-api,库, Podman API, Podman API
mpitests-mvapich2-psm2,库, MPI tests package compiled against mvapich2 using OmniPath, MPI test suite compiled against the mvapich2 package using OmniPath
libreoffice-langpack-nso,库, Northern language pack for LibreOffice, Provides additional Northern translations and resources for LibreOffice.
libiptcdata,库, IPTC tag library," libiptcdata is a library for parsing, editing, and saving IPTC data
stored inside images.  IPTC is a standard for encoding metadata such
as captions, titles, locations, etc. in the headers of an image file.
libiptcdata also includes a command-line utility for modifying the
metadata."
perl-Term-Size-Any,库, Retrieve terminal size," This is a unified interface to retrieve terminal size. It loads one module
of a list of known alternatives, each implementing some way to get the
desired terminal information. This loaded module will actually do the job
on behalf of Term::Size::Any."
gtk2-devel-docs,库, Developer documentation for GTK+, This package contains developer documentation for the GTK+ widget toolkit.
mobile-broadband-provider-info,库,Mobile broadband provider database ,"The mobile-broadband-provider-info package contains listings of mobile
broadband (3G) providers and associated network and plan information. "
rubygem-power_assert,库, Power Assert for Ruby," Power Assert shows each value of variables and method calls in the expression.
It is useful for testing, providing which value wasn't correct when the
condition is not satisfied."
perl-Test,库, Simple framework for writing test scripts," The Test Perl module simplifies the task of writing test files for Perl modules,
such that their output is in the format that Test::Harness expects to see."
apache-commons-exec,库, Java library to reliably execute external processes from within the JVM," Commons Exec is a library for dealing with external process execution and
environment management in Java."
apache-commons-lang,库, Provides a host of helper utilities for the java.lang API," The standard Java libraries fail to provide enough methods for
manipulation of its core classes. The Commons Lang Component provides
these extra methods.
The Commons Lang Component provides a host of helper utilities for the
java.lang API, notably String manipulation methods, basic numerical
methods, object reflection, creation and serialization, and System
properties. Additionally it contains an inheritable enum type, an
exception structure that supports multiple types of nested-Exceptions
and a series of utilities dedicated to help with building methods, such
as hashCode, toString and equals."
tomcatjss,库, JSS Connector for Apache Tomcat," JSS Connector for Apache Tomcat, installed via the tomcatjss package,
is a Java Secure Socket Extension (JSSE) module for Apache Tomcat that
uses Java Security Services (JSS), a Java interface to Network Security
Services (NSS)."
python3-ntplib,库, Python 3 module that offers a simple interface to query NTP servers," The ntplib is a python module that offers a simple interface to query NTP
servers. It also provides utility functions to translate NTP fields' values to
text (mode, leap indicator...). Since it's pure Python, and only depends on core
modules, it should work on any platform with a Python implementation.

Python 3 version."
mpv-libs,库, Dynamic library for Mpv frontends," This package contains the dynamic library libmpv, which provides access to Mpv."
libwayland-cursor,库, Wayland cursor library, Wayland cursor library
fusesource-pom,库, Parent POM for FuseSource Maven projects, This is a shared POM parent for FuseSource Maven projects
libchamplain-gtk,库, Gtk+ widget wrapper for libchamplain," Libchamplain-gtk is a library providing a GtkWidget to embed libchamplain
into Gtk+ applications."
python2-cairo,库, Python 2 bindings for the cairo library, Python 2 bindings for the cairo library.
gdk-pixbuf2-xlib,库, Additional library for using gdk-pixbuf with bare xlib," This package contains the old libgdk-pixbuf-xlib library that is needed by some
programs to load GdkPixbuf using bare XLib calls."
perl-Dumpvalue,库, Screen dump of Perl data," Dumpvalue module enables you to print a content of variables and other Perl
data structures."
libgusb,库, GLib wrapper around libusb1," GUsb is a GObject wrapper for libusb1 that makes it easy to do
asynchronous control, bulk and interrupt transfers with proper
cancellation and integration into a mainloop."
libverto-libevent,库, libevent module for libverto, Module for libverto which provides integration with libevent.
anolis-logos-httpd,库,Anolis OS related icons and pictures used by httpd ,"Licensed only for approved usage, see COPYING for details. "
python3-iniparse,库,Python Module for Accessing and Modifying Configuration Data in INI files ,"iniparse is an INI parser for Python which is API compatible
with the standard library's ConfigParser, preserves structure of INI
files (order of sections & options, indentation, comments, and blank
lines are preserved when data is updated), and is more convenient to
use. "
flatpak-libs,库, Libraries for flatpak, This package contains libflatpak.
perl-LWP-Protocol-https,库, Provide HTTPS support for LWP::UserAgent," The LWP::Protocol::https module provides support for using HTTPS schemed
URLs with LWP. This module is a plug-in to the LWP protocol handling, so
you don't use it directly. Once the module is installed LWP is able to
access sites using HTTP over SSL/TLS."
python3-attrs,库, Python attributes without boilerplate," attrs is an MIT-licensed Python package with class decorators that
ease the chores of implementing the most common attribute-related
object protocols."
qt5-qtconnectivity,库, Qt5 - Connectivity components, Qt5 - Connectivity components.
publicsuffix-list-dafsa,库, Cross-vendor public domain suffix database in DAFSA form," The Public Suffix List is a cross-vendor initiative to provide
an accurate list of domain name suffixes, maintained by the hard work
of Mozilla volunteers and by submissions from registries.
Software using the Public Suffix List will be able to determine where
cookies may and may not be set, protecting the user from being
tracked across sites.

This package includes a DAFSA representation of the Public Suffix List
for runtime loading."
vid.stab,库," Video stabilize library for fmpeg, mlt or transcode"," Vidstab is a video stabilization library which can be plugged-in with Ffmpeg
and Transcode."
libXtst,库, X.Org X11 libXtst runtime library, X.Org X11 libXtst runtime library
perl-File-Path,库, Create or remove directory trees," This module provides a convenient way to create directories of arbitrary
depth and to delete an entire directory subtree from the file system."
slf4j-jcl,库, SLF4J JCL Binding, SLF4J JCL Binding.
php-pdo,库, A database access abstraction module for PHP applications," The php-pdo package contains a dynamic shared object that will add
a database access abstraction layer to PHP.  This module provides
a common interface for accessing MySQL, PostgreSQL or other
databases."
libblockdev-nvdimm,库, The NVDIMM plugin for the libblockdev library," The libblockdev library plugin (and in the same time a standalone library)
providing the functionality related to operations with NVDIMM devices."
batik-util,库, Batik utility library, Util component of the Apache Batik SVG manipulation and rendering library.
libqmi,库, Support library to use the Qualcomm MSM Interface (QMI) protocol," This package contains the libraries that make it easier to use QMI functionality
from applications that use glib."
python39-libs,库, Python runtime libraries," This package contains runtime libraries for use by Python:
- the majority of the Python standard library
- a dynamically linked library for use by applications that embed Python as
  a scripting language, and by the main ""python3.9"" executable"
perl-Git,库, Perl interface to Git, Perl interface to Git.
php-dba,库, A database abstraction layer module for PHP applications," The php-dba package contains a dynamic shared object that will add
support for using the DBA database abstraction layer to PHP."
samba-vfs-iouring,库, Samba VFS module for io_uring, Samba VFS module for io_uring instance integration.
blur-effect,库, A library for using 3D graphics hardware to draw pretty pictures, 
exiv2,库, Exif and Iptc metadata manipulation library," A command line utility to access image metadata, allowing one to:
* print the Exif metadata of Jpeg images as summary info, interpreted values,
  or the plain data for each tag
* print the Iptc metadata of Jpeg images
* print the Jpeg comment of Jpeg images
* set, add and delete Exif and Iptc metadata of Jpeg images
* adjust the Exif timestamp (that's how it all started...)
* rename Exif image files according to the Exif timestamp
* extract, insert and delete Exif metadata (including thumbnails),
  Iptc metadata and Jpeg comments"
python3-louis,库, Python 3 language bindings for liblouis, This package provides Python 3 language bindings for liblouis.
mythes-pt,库, Portuguese thesaurus, Portuguese thesaurus.
x264,库, H264/AVC video streams encoder," x264 is a free library for encoding H264/AVC video streams, written from
scratch.

This package contains the frontend."
perl-Fedora-VSP,库, Perl version normalization for RPM," This module provides functions for normalizing Perl version strings for
Red Hat Package (RPM) based Linux distributions."
blas64,库, The Basic Linear Algebra Subprograms library (64bit INTEGER)," BLAS (Basic Linear Algebra Subprograms) is a standard library which
provides a number of basic algorithms for numerical algebra. This build
has 64bit INTEGER support."
PackageKit-glib,库, GLib libraries for accessing PackageKit, GLib libraries for accessing PackageKit.
sanlock-lib,库, A shared storage lock manager library," The sanlock-lib package contains the runtime libraries for sanlock,
a shared storage lock manager.
Hosts connected to a common SAN can use this to synchronize their
access to the shared disks."
mingw64-libpng-static,库, Static version of MinGW Windows Libpng library," MinGW Windows Libpng library.

This package contains static cross-compiled libraries."
libsoup,库," Soup, an HTTP library implementation"," Libsoup is an HTTP library implementation in C. It was originally part
of a SOAP (Simple Object Access Protocol) implementation called Soup, but
the SOAP and non-SOAP parts have now been split into separate packages.

libsoup uses the Glib main loop and is designed to work well with GTK
applications. This enables GNOME applications to access HTTP servers
on the network in a completely asynchronous fashion, very similar to
the Gtk+ programming model (a synchronous operation mode is also
supported for those who want it)."
redhat-lsb-submod-security,库, LSB Security submodule support," The Linux Standard Base (LSB) Security submodule specifications define
components that are required to be present on an LSB conforming system."
glassfish-jaxb-api,库, Java Architecture for XML Binding, Glassfish - JAXB (JSR 222) API.
osgi-compendium-javadoc,库, API documentation for osgi-compendium, This package provides API documentation for osgi-compendium.
regexp,库, Simple regular expressions API," Regexp is a 100% Pure Java Regular Expression package that was
graciously donated to the Apache Software Foundation by Jonathan Locke.
He originally wrote this software back in 1996 and it has stood up quite
well to the test of time.
It includes complete Javadoc documentation as well as a simple Applet
for visual debugging and testing suite for compatibility."
perl-IO-Zlib,库, Perl IO:: style interface to Compress::Zlib," IO::Zlib provides an IO:: style interface to Compress::Zlib and hence to
gzip/zlib-compressed files. It provides many of the same methods as the
IO::Handle interface."
ibus-table-chinese-yong,库, YongMa input method, YongMa input method.
python-qt5-rpm-macros,库, RPM macros python-qt5, RPM macros python-qt5.
perl-encoding,库, Write your Perl script in non-ASCII or non-UTF-8," With the encoding pragma, you can write your Perl script in any encoding you
like (so long as the Encode module supports it) and still enjoy Unicode
support.

However, this encoding module is deprecated under perl 5.18. It uses
a mechanism provided by perl that is deprecated under 5.18 and higher, and may
be removed in a future version.

The easiest and the best alternative is to write your script in UTF-8."
net-snmp-perl,库, The perl NET-SNMP module and the mib2c tool," The net-snmp-perl package contains the perl files to use SNMP from within
Perl.

Install the net-snmp-perl package, if you want to use mib2c or SNMP
with perl."
openscap-engine-sce,库, Script Check Engine plug-in for OpenSCAP," The Script Check Engine is non-standard extension to SCAP protocol. This
engine allows content authors to avoid OVAL language and write their assessment
commands using a scripting language (Bash, Perl, Python, Ruby, ...)."
libsepol,库, SELinux binary policy manipulation library," Security-enhanced Linux is a feature of the Linux庐 kernel and a number
of utilities with enhanced security functionality designed to add
mandatory access controls to Linux.  The Security-enhanced Linux
kernel contains new architectural components originally developed to
improve the security of the Flask operating system. These
architectural components provide general support for the enforcement
of many kinds of mandatory access control policies, including those
based on the concepts of Type Enforcement庐, Role-based Access
Control, and Multi-level Security.

libsepol provides an API for the manipulation of SELinux binary policies.
It is used by checkpolicy (the policy compiler) and similar tools, as well
as by programs like load_policy that need to perform specific transformations
on binary policies such as customizing policy boolean settings."
perl-Crypt-OpenSSL-Bignum,库, Perl interface to OpenSSL for Bignum," Crypt::OpenSSL::Bignum provides access to OpenSSL multiprecision integer
arithmetic libraries. Presently, many though not all of the arithmetic
operations that OpenSSL provides are exposed to perl. In addition, this
module can be used to provide access to bignum values produced by other
OpenSSL modules, such as key parameters from Crypt::OpenSSL::RSA."
libwinpr,库, Windows Portable Runtime," WinPR provides API compatibility for applications targeting non-Windows
environments. When on Windows, the original native API is being used instead of
the equivalent WinPR implementation, without having to modify the code using it."
java-1.8.0-alibaba-dragonwell,库, Alibaba Dragonwell8 JDK, Alibaba Dragonwell8 JDK
