name,label,bert_graph_pred,summary,description
teamd,服务,服务, Team network device control daemon, The teamd package contains team network device control daemon.
hunspell-pa,工具,服务, Punjabi hunspell dictionaries, Punjabi hunspell dictionaries.
java-11-alibaba-dragonwell-headless-slowdebug,工具,服务, Alibaba Dragonwell11 Runtime Environment headless slowdebug, Alibaba Dragonwell11 Runtime Environment headless slowdebug
boost,库,服务, The free peer-reviewed portable C++ source libraries," Boost provides free peer-reviewed portable C++ source libraries.  The
emphasis is on libraries which work well with the C++ Standard
Library, in the hopes of establishing ""existing practice"" for
extensions and providing reference implementations so that the Boost
libraries are suitable for eventual standardization. (Some of the
libraries have already been included in the C++ 2011 standard and
others have been proposed to the C++ Standards Committee for inclusion
in future standards.)"
libipa_hbac,库,服务, FreeIPA HBAC Evaluator library, Utility library to validate FreeIPA HBAC rules for authorization requests
hypervfcopyd,服务,服务, Hyper-V FCOPY daemon," Hypervfcopyd is an implementation of file copy service functionality
for Linux Guest running on Hyper-V. The daemon enables host to copy
a file (over VMBUS) into the Linux Guest. The daemon first registers
with the kernel driver. After this is done it waits for instructions
from Windows Host."
nasm,工具,服务, A portable x86 assembler which uses Intel-like syntax," NASM is the Netwide Assembler, a free portable assembler for the Intel
80x86 microprocessor series, using primarily the traditional Intel
instruction mnemonics and syntax."
libaom,库,服务, Library files for aom," Library files for aom, the royalty-free next-generation
video format."
kyotocabinet-libs,库,服务, Libraries for applications using Kyoto Cabinet," The kyotocabinet-libs package provides the essential shared libraries
for any Kyoto Cabinet client program or interface."
qdox,库,服务, Extract class/interface/method definitions from sources," QDox is a high speed, small footprint parser
for extracting class/interface/method definitions
from source files complete with JavaDoc @tags.
It is designed to be used by active code
generators or documentation tools."
oddjob-mkhomedir,工具,服务, An oddjob helper which creates and populates home directories," This package contains the oddjob helper which can be used by the
pam_oddjob_mkhomedir module to create a home directory for a user
at login-time."
python39-idle,库,服务, A basic graphical development environment for Python," IDLE is Python__ Integrated Development and Learning Environment.

IDLE has the following features: Python shell window (interactive
interpreter) with colorizing of code input, output, and error messages;
multi-window text editor with multiple undo, Python colorizing,
smart indent, call tips, auto completion, and other features;
search within any window, replace within editor windows, and
search through multiple files (grep); debugger with persistent
breakpoints, stepping, and viewing of global and local namespaces;
configuration, browsers, and other dialogs."
perl-Text-Balanced,库,服务, Extract delimited text sequences from strings," These Perl subroutines may be used to extract a delimited substring, possibly
after skipping a specified prefix string."
libvirt-daemon-driver-storage-iscsi,服务,服务, Storage driver plugin for iscsi," The storage driver backend adding implementation of the storage APIs for iscsi
volumes using the host iscsi stack."
libdb-cxx,库,服务, The Berkeley DB database library for C++," The Berkeley Database (Berkeley DB) is a programmatic toolkit that
provides embedded database support for both traditional and
client/server applications. The Berkeley DB includes B+tree, Extended
Linear Hashing, Fixed and Variable-length record access methods,
transactions, locking, logging, shared memory caching, and database
recovery. The Berkeley DB supports C, C++, Java, and Perl APIs. It is
used by many applications, including Python and Perl, so this should
be installed on all systems."
python3-pillow,库,服务, Python 3 image processing library," Python image processing library, fork of the Python Imaging Library (PIL)

This library provides extensive file format support, an efficient
internal representation, and powerful image processing capabilities.

There are these subpackages: tk (tk interface),
devel (development) and doc (documentation)."
tesseract-langpack-ell,工具,服务, Greek language data for tesseract-tessdata," This package contains the fast integer version of the Greek language
trained models for the Tesseract Open Source OCR Engine."
bpg-elite-fonts,其它,库, Elite family of BPG Georgian fonts," BPG Fonts are a set of GPL licensed Georgian Unicode fonts.

This package contains the Elite font family."
java-1.8.0-alibaba-dragonwell-demo-fastdebug,库,库, Alibaba Dragonwell 1.8.0 Runtime Environment demofastdebug, Alibaba Dragonwell 1.8.0 Runtime Environment demo fastdebug
eclipse-equinox-osgi,库,服务, Eclipse OSGi - Equinox, Eclipse OSGi - Equinox
libvdpau,库,服务, Wrapper library for the Video Decode and Presentation API," VDPAU is the Video Decode and Presentation API for UNIX. It provides an
interface to video decode acceleration and presentation hardware present in
modern GPUs."
liblognorm,库,服务, Fast samples-based log normalization library," Briefly described, liblognorm is a tool to normalize log data.

People who need to take a look at logs often have a common problem. Logs from
different machines (from different vendors) usually have different formats for
their logs. Even if it is the same type of log (e.g. from firewalls), the log
entries are so different, that it is pretty hard to read these. This is where
liblognorm comes into the game. With this tool you can normalize all your logs.
All you need is liblognorm and its dependencies and a sample database that fits
the logs you want to normalize."
libreoffice-help-en,库,库, English help for LibreOffice, Provides English help for LibreOffice.
fcitx-table,工具,服务, Table Engine for Fcitx, This package contains table engine for Fcitx.
autocorr-mn,库,库, Mongolian auto-correction rules, Rules for auto-correcting common Mongolian typing errors.
ibus-table-chinese-stroke5,工具,库, Stroke 5 input method, Erbi input method.
network-scripts,服务,服务, Legacy scripts for manipulating of network devices," This package contains the legacy scripts for activating & deactivating of most
network interfaces. It also provides a legacy version of 'network' service.

The 'network' service is enabled by default after installation of this package,
and if the network-scripts are installed alongside NetworkManager, then the
ifup/ifdown commands from network-scripts take precedence over the ones provided
by NetworkManager.

If user has both network-scripts & NetworkManager installed, and wishes to
use ifup/ifdown from NetworkManager primarily, then they has to run command:
 $ update-alternatives --config ifup

Please note that running the command above will also disable the 'network'
service."
openwsman-server,服务,服务, Openwsman Server and service libraries, Openwsman Server and service libraries.
batik-css,库,服务, Batik CSS engine, CSS component of the Apache Batik SVG manipulation and rendering library.
spec-version-maven-plugin,库,服务, Spec Version Maven Plugin," Maven Plugin to configure APIs version and
specs in a MANIFEST.MF file."
google-noto-sans-glagolitic-fonts,其它,库, Sans Glagolitic font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Glagolitic."
google-noto-sans-thai-fonts,其它,服务, Sans Thai font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Thai."
postfix-ldap,工具,服务, Postfix LDAP map support," This provides support for LDAP maps in Postfix. If you plan to use LDAP
maps with Postfix, you need this."
libreoffice-langpack-el,库,库, Greek language pack for LibreOffice, Provides additional Greek translations and resources for LibreOffice.
python38-pytest,库,服务, Simple powerful testing with Python," py.test provides simple, yet powerful testing for Python."
python3-asn1crypto,库,库,Fast Python ASN.1 parser and serializer ,"Fast ASN.1 parser and serializer with definitions for private keys,
public keys, certificates, CRL, OCSP, CMS, PKCS#3, PKCS#7, PKCS#8,
PKCS#12, PKCS#5, X.509 and TSP. "
gtkmm24,库,服务, C++ interface for GTK2 (a GUI library for X)," gtkmm provides a C++ interface to the GTK+ GUI library. gtkmm2 wraps GTK+ 2.
Highlights include typesafe callbacks, widgets extensible via inheritance
and a comprehensive set of widget classes that can be freely combined to
quickly create complex user interfaces."
libknet1-crypto-nss-plugin,库,服务, Libknet1 nss support, NSS crypto support for libknet1.
xz-lzma-compat,工具,服务, Older LZMA format compatibility binaries," The lzma-compat package contains compatibility links for older
commands that deal with the older LZMA format."
slang,库,服务, The shared library for the S-Lang extension language," S-Lang is an interpreted language and a programming library.  The
S-Lang language was designed so that it can be easily embedded into
a program to provide the program with a powerful extension language.
The S-Lang library, provided in this package, provides the S-Lang
extension language.  S-Lang's syntax resembles C, which makes it easy
to recode S-Lang procedures in C if you need to."
hyphen-ml,库,服务, Malayalam hyphenation rules, Malayalam hyphenation rules.
jakarta-commons-httpclient-manual,库,服务, Manual for jakarta-commons-httpclient, Manual for jakarta-commons-httpclient.
texlive-xunicode,工具,服务, Generate Unicode characters from accented glyphs," The package supports XeTeX's (and other putative future similar
engines') need for Unicode characters, in a similar way to what
the fontenc does for 8-bit (and the like) fonts: convert
accent-glyph sequence to a single Unicode character for output.
The package also covers glyphs specified by packages (such as
tipa) which define many commands for single text glyphs."
openhpi-libs,库,服务, The system libraries for the OpenHPI project, The system libraries for the OpenHPI project.
custodia,服务,服务," A service to manage, retrieve and store secrets for other processes"," A service to manage, retrieve and store secrets for other processes


Custodia is a Secrets Service Provider, it stores or proxies access to
keys, password, and secret material in general. Custodia is built to
use the HTTP protocol and a RESTful API as an IPC mechanism over a local
Unix Socket. It can also be exposed to a network via a Reverse Proxy
service assuming proper authentication and header validation is
implemented in the Proxy.

Custodia is modular, the configuration file controls how authentication,
authorization, storage and API plugins are combined and exposed."
blktrace,工具,服务,Utilities for performing block layer IO tracing in the Linux kernel ,"blktrace is a block layer IO tracing mechanism which provides detailed
information about request queue operations to user space.  This package
includes both blktrace, a utility which gathers event traces from the kernel;
and blkparse, a utility which formats trace data collected by blktrace.

You should install the blktrace package if you need to gather detailed
information about IO patterns. "
objenesis-javadoc,库,服务, Javadoc for objenesis, This package contains the API documentation for objenesis.
poppler-data,库,服务, Encoding files for use with poppler," This package consists of encoding files for use with poppler. The encoding
files are optional and poppler will automatically read them if they are present.

When installed, the encoding files enables poppler to correctly render both CJK
and Cyrrilic characters properly."
java-11-alibaba-dragonwell-src-fastdebug,库,库, Alibaba Dragonwell11 Runtime Environment src fastdebug, Alibaba Dragonwell11 Runtime Environment src fastdebug
dotnet-targeting-pack-3.1,库,服务, Targeting Pack for Microsoft.NETCore.App 3.1," This package provides a targetting pack for Microsoft.NETCore.App 3.1
that allows developers to compile against and target Microsoft.NETCore.App 3.1
applications using the .NET Core SDK."
alsa-tools-firmware,工具,服务, ALSA tools for uploading firmware to some soundcards," This package contains tools for flashing firmware into certain sound cards.
The following tools are available:

* hdsploader   - for RME Hammerfall DSP cards
* mixartloader - for Digigram miXart soundcards
* vxloader     - for Digigram VX soundcards
* usx2yloader  - second phase firmware loader for Tascam USX2Y USB soundcards"
langpacks-ve,其它,库, Venda langpacks meta-package, This package provides Venda langpacks meta-package.
qt5-doctools,工具,服务, Qt5 doc tools package, Qt5 doc tools package.
jackson-core,库,服务, Core part of Jackson," Core part of Jackson that defines Streaming API as well
as basic shared abstractions."
tesseract-langpack-pan,工具,服务, Panjabi language data for tesseract-tessdata," This package contains the fast integer version of the Panjabi language
trained models for the Tesseract Open Source OCR Engine."
paktype-tehreer-fonts,其它,服务, Fonts for Arabic from PakType," The paktype-tehreer-fonts package contains fonts for the display of \
Arabic from the PakType by Lateef Sagar."
krb5-libs,库,服务, The non-admin shared libraries used by Kerberos 5," Kerberos is a network authentication system. The krb5-libs package
contains the shared libraries needed by Kerberos 5. If you are using
Kerberos, you need to install this package."
mingw32-openssl,库,库, MinGW port of the OpenSSL toolkit," The OpenSSL toolkit provides support for secure communications between
machines. OpenSSL includes a certificate management tool and shared
libraries which provide various cryptographic algorithms and
protocols.

This package contains Windows (MinGW) libraries and development tools."
langpacks-cs,其它,库, Czech langpacks meta-package, This package provides Czech langpacks meta-package.
libmount,库,服务, Device mounting library," This is the device mounting library, part of util-linux."
texlive-palatino,工具,服务," URW ""Base 35"" font pack for LaTeX"," A set of fonts for use as ""drop-in"" replacements for Adobe's
basic set, comprising: - Century Schoolbook (substituting for
Adobe's New Century Schoolbook); - Dingbats (substituting for
Adobe's Zapf Dingbats); - Nimbus Mono L (substituting for
Abobe's Courier); - Nimbus Roman No9 L (substituting for
Adobe's Times); - Nimbus Sans L (substituting for Adobe's
Helvetica); - Standard Symbols L (substituting for Adobe's
Symbol); - URW Bookman; - URW Chancery L Medium Italic
(substituting for Adobe's Zapf Chancery); - URW Gothic L Book
(substituting for Adobe's Avant Garde); and - URW Palladio L
(substituting for Adobe's Palatino)."
libgit2,库,服务, C implementation of the Git core methods as a library with a solid API," libgit2 is a portable, pure C implementation of the Git core methods
provided as a re-entrant linkable library with a solid API, allowing
you to write native speed custom Git applications in any language
with bindings."
perl-Pod-Escapes,库,服务, Resolve POD escape sequences, This module provides things that are useful in decoding Pod E<...> sequences.
libreoffice-langpack-et,库,服务, Estonian language pack for LibreOffice, Provides additional Estonian translations and resources for LibreOffice.
anolis-release,其它,库,Anolis OS 8 release file ,Anolis OS 8 release files 
hawtjni,库,服务, Code generator that produces the JNI code," HawtJNI is a code generator that produces the JNI code needed to
implement java native methods. It is based on the jnigen code generator
that is part of the SWT Tools project which is used to generate all the
JNI code which powers the eclipse platform."
python3-nose,库,服务, Nose Documentation," nose extends the test loading and running features of unit test, making
it easier to write, find and run tests.

By default, nose will run tests in files or directories under the
current working directory whose names include ""test"" or ""Test"" at a
word boundary (like ""test_this"" or ""functional_test"" or ""TestClass""
but not ""libtest""). Test output is similar to that of unit test, but
also includes captured stdout output from failing tests, for easy
print-style debugging.

These features, and many more, are customizable through the use of
plugins. Plugins included with nose provide support for doctest, code
coverage and profiling, flexible attribute-based test selection,
output capture and more.

This package installs the nose module and nosetests3 program that can discover
python3 unit tests."
google-crosextra-caladea-fonts,其它,服务, Serif font metric-compatible with Cambria font," Caladea is metric-compatible with Cambria font. This font is a serif
typeface family based on Lato."
evolution-data-server,工具,服务, Backend data server for Evolution," The evolution-data-server package provides a unified backend for programs that work
with contacts, tasks, and calendar information.

It was originally developed for Evolution (hence the name), but is now used
by other packages."
libqxp,库,服务, Library for import of QuarkXPress documents," libqxp is library providing ability to interpret and import QuarkXPress
document formats into various applications. Currently it only supports
QuarkXPress 3.1-4.1."
gnu-free-mono-fonts,其它,服务, GNU FreeFont Monospaced Font," 
Gnu FreeFont is a free family of scalable outline fonts, suitable for general
use on computers and for desktop publishing. It is Unicode-encoded for
compatibility with all modern operating systems.

Besides a full set of characters for writing systems based on the Latin
alphabet, FreeFont contains large selection of characters from other writing
systems some of which are hard to find elsewhere.

FreeFont also contains a large set of symbol characters, both technical and
decorative. We are especially pleased with the Mathematical Operators range,
with which most of the glyphs used in LaTeX can be displayed.

This package contains the GNU FreeFont monospaced font."
tesseract-langpack-dan,工具,服务, Danish language data for tesseract-tessdata," This package contains the fast integer version of the Danish language
trained models for the Tesseract Open Source OCR Engine."
gtksourceview3,库,服务, A library for viewing source files," GtkSourceView is a text widget that extends the standard GTK+
GtkTextView widget. It improves GtkTextView by implementing
syntax highlighting and other features typical of a source code editor.

This package contains version 3 of GtkSourceView. The older version
2 is contains in the gtksourceview2 package."
pipewire0.2-libs,库,服务, Compatibility Libraries for PipeWire clients," This package contains the runtime libraries for any application that wishes
to interface with a PipeWire media server."
gnome-shell-extension-native-window-placement,服务,服务, Native window placement for GNOME Shell," This GNOME Shell extension provides additional configurability for the window
layout in the overview, including a mechanism similar to KDE4."
libreoffice-langpack-zu,库,库, Zulu language pack for LibreOffice, Provides additional Zulu translations and resources for LibreOffice.
ldapjdk,库,服务, LDAP SDK," The Mozilla LDAP SDKs enable you to write applications which access,
manage, and update the information stored in an LDAP directory.

MPLv1.1 or GPLv2+ or LGPLv2+ docs/ldapjdk/license.txt"
libi2c,库,服务, I2C/SMBus bus access library," libi2c offers a way for applications to interact with the devices
connected to the I2C or SMBus buses of the system."
perl-Benchmark,库,服务, Benchmark running times of Perl code," The Benchmark module encapsulates a number of routines to help you figure out
how long it takes to execute some code."
boost-wave,库,服务, Run-time component of boost C99/C++ preprocessing library," 
Run-time support for the Boost.Wave library, a Standards conforming,
and highly configurable implementation of the mandated C99/C++
preprocessor functionality."
virt-manager,工具,服务, Desktop tool for managing virtual machines via libvirt," Virtual Machine Manager provides a graphical tool for administering virtual
machines for KVM, Xen, and LXC. Start, stop, add or remove virtual devices,
connect to a graphical or serial console, and see resource usage statistics
for existing VMs on local or remote machines. Uses libvirt as the backend
management API."
dnf,工具,服务, Package manager," Utility that allows users to manage packages on their systems.
It supports RPMs, modules and comps groups & environments."
guava,库,服务, Google Core Libraries for Java," Guava is a suite of core and expanded libraries that include
utility classes, Google__ collections, io classes, and much
much more.
This project is a complete packaging of all the Guava libraries
into a single jar.  Individual portions of Guava can be used
by downloading the appropriate module and its dependencies."
mpitests-mvapich2,库,服务, MPI tests package compiled against mvapich2, MPI test suite compiled against the mvapich2 package
totem,工具,服务, Movie player for GNOME," Totem is simple movie player for the GNOME desktop. It features a
simple playlist, a full-screen mode, seek and volume controls, as well as
a pretty complete keyboard navigation.

Totem is extensible through a plugin system."
mtdev,库,服务, Multitouch Protocol Translation Library," mtdev is a stand-alone library which transforms all variants of kernel MT
events to the slotted type B protocol. The events put into mtdev may be from
any MT device, specifically type A without contact tracking, type A with
contact tracking, or type B with contact tracking."
texlive-latex2man,工具,服务, Translate LaTeX-based manual pages into Unix man format," A tool to translate UNIX manual pages written with LaTeX into a
man-page format understood by the Unix man(1) command.
Alternatively HTML or TexInfo code can be produced. Output of
parts of the text may be supressed using the conditional text
feature."
texlive-bidi,工具,服务, Support for bidirectional typesetting in plain TeX and LaTeX," A convenient interface for typesetting bidirectional texts with
plain TeX and LaTeX. The package includes adaptations for use
with many other commonly-used packages."
cronie,服务,服务, Cron daemon for executing programs at set times," Cronie contains the standard UNIX daemon crond that runs specified programs at
scheduled times and related tools. It is a fork of the original vixie-cron and
has security and configuration enhancements like the ability to use pam and
SELinux."
hyphen-grc,库,服务, Ancient Greek hyphenation rules, Ancient Greek hyphenation rules.
directory-maven-plugin-javadoc,库,服务, Javadoc for directory-maven-plugin, Javadoc for directory-maven-plugin.
psacct,工具,服务,Utilities for monitoring process activities ,"The psacct package contains several utilities for monitoring process
activities, including ac, lastcomm, accton and sa. The ac command
displays statistics about how long users have been logged on. The
lastcomm command displays information about previous executed
commands. The accton command turns process accounting on or off. The
sa command summarizes information about previously executed
commands. "
luajit,库,服务, Just-In-Time Compiler for Lua," LuaJIT implements the full set of language features defined by Lua 5.1.
The virtual machine (VM) is API- and ABI-compatible to the standard
Lua interpreter and can be deployed as a drop-in replacement."
ansible-core,工具,服务," SSH-based configuration management, deployment, and task execution system"," Ansible is a radically simple model-driven configuration management,
multi-node deployment, and remote task execution system. Ansible works
over SSH and does not require any software or daemons to be installed
on remote nodes. Extension modules can be written in any language and
are transferred to managed machines automatically."
aqute-bnd,库,服务, BND Tool," The bnd tool helps you create and diagnose OSGi bundles.
The key functions are:
- Show the manifest and JAR contents of a bundle
- Wrap a JAR so that it becomes a bundle
- Create a Bundle from a specification and a class path
- Verify the validity of the manifest entries
The tool is capable of acting as:
- Command line tool
- File format
- Directives
- Use of macros"
hyphen-sl,库,服务, Slovenian hyphenation rules, Slovenian hyphenation rules.
xorg-x11-fonts-ISO8859-15-75dpi,其它,服务, ISO8859-15-75dpi fonts," Contains a set of 75dpi fonts in the ISO8859-15 encoding which provide Euro
support."
python3-unittest2,库,服务, The new features in unittest backported to Python 2.4+," unittest2 is a backport of the new features added to the unittest testing
framework in Python 2.7 and onwards. It is tested to run on Python 2.6, 2.7,
3.2, 3.3, 3.4 and pypy."
python3-ply,库,库, Python Lex-Yacc," PLY is a straightforward lex/yacc implementation. Here is a list of its
essential features:
* It is implemented entirely in Python.
* It uses LR-parsing which is reasonably efficient and well suited for larger
  grammars.
* PLY provides most of the standard lex/yacc features including support
  for empty productions, precedence rules, error recovery, and support
  for ambiguous grammars.
* PLY is straightforward to use and provides very extensive error checking.
* PLY doesn't try to do anything more or less than provide the basic lex/yacc
  functionality. In other words, it's not a large parsing framework or a
  component of some larger system.

Python 3 version."
google-noto-serif-telugu-fonts,其它,库, Serif Telugu font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Serif font for Telugu."
gimp-devel-tools,工具,服务, GIMP plugin and extension development tools," The gimp-devel-tools package contains gimptool, a helper program to build GNU
Image Manipulation Program (GIMP) plug-ins and extensions."
gcc-toolset-10-systemtap-client,工具,服务, Programmable system-wide instrumentation system - client," This package contains/requires the components needed to develop
systemtap scripts, and compile them using a local systemtap-devel
or a remote systemtap-server installation, then run them using a
local or remote systemtap-runtime.  It includes script samples and
documentation, and a copy of the tapset library for reference."
pcp-conf,服务,库, Performance Co-Pilot run-time configuration, Performance Co-Pilot (PCP) run-time configuration
cgdcbxd,服务,服务, DCB network priority management daemon," This is a daemon to manage the priority of network traffic in dcb enabled
environments.  By using the information exchanged over the dcbx protocol on a
LAN, this package will enforce network priority on running applications on your
host using the net_prio cgroup"
fence-agents-common,服务,服务, Common base for Fence Agents," A collection of executables to handle isolation (""fencing"") of possibly
misbehaving hosts by the means of remote power management, blocking
network, storage, or similar.

This package contains support files including the Python fencing library."
perl-File-Find-Object,库,服务, Object oriented File::Find replacement," File::Find::Object does the same job as File::Find but works like an object
and with an iterator. As File::Find is not object oriented, one cannot
perform multiple searches in the same application. The second problem of
File::Find is its file processing: after starting its main loop, one cannot
easily wait for another event and so get the next result."
libreoffice-help-nn,库,库, Nynorsk help for LibreOffice, Provides Nynorsk help for LibreOffice.
gnome-shell-extension-gesture-inhibitor,服务,服务, Gesture inhibitor, This GNOME Shell extension allows disabling the default desktop gestures.
gitk,工具,服务, Git repository browser, Git repository browser.
libkcapi,库,服务, User space interface to the Linux Kernel Crypto API," libkcapi allows user-space to access the Linux kernel crypto API.

This library uses the netlink interface and exports easy to use APIs
so that a developer does not need to consider the low-level netlink
interface handling.

The library does not implement any cipher algorithms.  All consumer
requests are sent to the kernel for processing.  Results from the
kernel crypto API are returned to the consumer via the library API.

The kernel interface and therefore this library can be used by
unprivileged processes."
plexus-i18n,库,服务, Plexus I18N Component," The Plexus project seeks to create end-to-end developer tools for
writing applications. At the core is the container, which can be
embedded or for a full scale application server. There are many
reusable components for hibernate, form processing, jndi, i18n,
velocity, etc. Plexus also includes an application server which
is like a J2EE application server, without all the baggage."
purple-sipe,库,服务, Libpurple protocol plugin to connect to MS Office Communicator," A third-party plugin for the Pidgin multi-protocol instant messenger.
It implements the extended version of SIP/SIMPLE used by various products:

    * Skype for Business
    * Microsoft Office 365
    * Microsoft Business Productivity Online Suite (BPOS)
    * Microsoft Lync Server
    * Microsoft Office Communications Server (OCS 2007/2007 R2)
    * Microsoft Live Communications Server (LCS 2003/2005)

This package provides the protocol plugin for libpurple clients."
python3-evdev,库,服务, Python bindings for the Linux input handling subsystem," This package provides python bindings to the generic input event interface in
Linux. The evdev interface serves the purpose of passing events generated in
the kernel directly to userspace through character devices that are typically
located in /dev/input/.

This package also comes with bindings to uinput, the userspace input subsystem.
Uinput allows userspace programs to create and handle input devices that can
inject events directly into the input subsystem.

In other words, python-evdev allows you to read and write input events on Linux.
An event can be a key or button press, a mouse movement or a tap on a
touchscreen."
plexus-interactivity-api,库,服务, API for plexus-interactivity, API module for plexus-interactivity.
perl-File-Listing,库,服务, Parse directory listing," This module exports a single function called parse_dir(), which can be used
to parse directory listings."
perl-FileHandle,库,服务, Object methods for file handles," This is an object-oriented interface for opening files and performing
input/output operations on them."
postfix-pgsql,库,服务, Postfix PostgreSQL map support," This provides support for PostgreSQL  maps in Postfix. If you plan to use
PostgreSQL maps with Postfix, you need this."
adwaita-qt5,库,服务, Adwaita Qt5 theme, Adwaita theme variant for applications utilizing Qt5.
libevent,库,服务, Abstract asynchronous event notification library," The libevent API provides a mechanism to execute a callback function
when a specific event occurs on a file descriptor or after a timeout
has been reached. libevent is meant to replace the asynchronous event
loop found in event driven network servers. An application just needs
to call event_dispatch() and can then add or remove events dynamically
without having to change the event loop."
opensp,库,服务, SGML and XML parser," OpenSP is an implementation of the ISO/IEC 8879:1986 standard SGML
(Standard Generalized Markup Language). OpenSP is based on James
Clark's SP implementation of SGML. OpenSP is a command-line
application and a set of components, including a generic API."
qt-settings,库,库, Configuration files for Qt, Configuration files for Qt.
perl-HTTP-Daemon,库,服务, Simple HTTP server class," Instances of the HTTP::Daemon class are HTTP/1.1 servers that listen on a
socket for incoming requests. The HTTP::Daemon is a subclass of
IO::Socket::IP, so you can perform socket operations directly on it too."
python3-docutils,库,服务, System for processing plaintext documentation for python3," The Docutils project specifies a plaintext markup language, reStructuredText,
which is easy to read and quick to write.  The project includes a python
library to parse rST files and transform them into other useful formats such
as HTML, XML, and TeX as well as commandline tools that give the enduser
access to this functionality.

Currently, the library supports parsing rST that is in standalone files and
PEPs (Python Enhancement Proposals).  Work is underway to parse rST from
Python inline documentation modules and packages.

This package contains the module, ported to run under python3."
abrt-dbus,服务,服务, ABRT DBus service," ABRT DBus service which provides org.freedesktop.problems API on dbus and
uses PolicyKit to authorize to access the problem data."
liblayout,库,库, CSS based layouting framework," LibLayout is a layouting framework. It is based on the Cascading StyleSheets
standard. The layouting expects to receive its content as a DOM structure
(although it does not rely on the W3C-DOM API)."
texlive-fonts-tlwg,工具,服务, Thai fonts for LaTeX from TLWG," A collection of free Thai fonts, supplied as FontForge sources,
and with LaTeX .fd files. This package depends on the thailatex
package."
intel-gpu-tools,工具,服务, Debugging tools for Intel graphics chips, Debugging tools for Intel graphics chips
tesseract-langpack-ita,工具,服务, Italian language data for tesseract-tessdata," This package contains the fast integer version of the Italian language
trained models for the Tesseract Open Source OCR Engine."
gnome-keyring-pam,工具,服务, Pam module for unlocking keyrings," The gnome-keyring-pam package contains a pam module that can
automatically unlock the ""login"" keyring when the user logs in."
bcel,库,服务, Byte Code Engineering Library," The Byte Code Engineering Library (formerly known as JavaClass) is
intended to give users a convenient possibility to analyze, create, and
manipulate (binary) Java class files (those ending with .class). Classes
are represented by objects which contain all the symbolic information of
the given class: methods, fields and byte code instructions, in
particular.  Such objects can be read from an existing file, be
transformed by a program (e.g. a class loader at run-time) and dumped to
a file again. An even more interesting application is the creation of
classes from scratch at run-time. The Byte Code Engineering Library
(BCEL) may be also useful if you want to learn about the Java Virtual
Machine (JVM) and the format of Java .class files.  BCEL is already
being used successfully in several projects such as compilers,
optimizers, obsfuscators and analysis tools, the most popular probably
being the Xalan XSLT processor at Apache."
texlive-luatexbase,库,服务, Basic resource management for LuaTeX code," The bundle provides basic facilities for LuaTeX macro
programmers, mostly resource allocation and convenience
packages. Provided are: luatexbase-attr: attribute allocation;
luatexbase-cctb: catcode table allocation; luatexbase-compat:
compatibility helpers; luatexbase-loader: Lua module loading;
luatexbase-modutils: Lua module declaration; luatexbase-mcb:
callbacks extension; and luatexbase-regs: allocation of
registers and the like. In addition, the (unadorned) luatexbase
package loads all the above in one fell swoop."
perl-FCGI,库,服务, FastCGI Perl bindings, FastCGI Perl bindings.
python3-unbound,库,服务, Python 3 modules and extensions for unbound, Python 3 modules and extensions for unbound
abrt-addon-kerneloops,工具,服务, abrt's kerneloops addon," This package contains plugin for collecting kernel crash information from
system log."
perl-AutoLoader,库,服务, Load subroutines only on demand," The AutoLoader module works with the AutoSplit module and the ""__END__"" token
to defer the loading of some subroutines until they are used rather than
loading them all at once."
lensfun,库,服务, Library to rectify defects introduced by photographic lenses," The lensfun library provides an open source database of photographic lenses and
their characteristics. It not only provides a way to read and search the
database, but also provides a set of algorithms for correcting images based on
detailed knowledge of lens properties. Right now lensfun is designed to correct
distortion, transversal (also known as lateral) chromatic aberrations,
vignetting and color contribution of a lens."
munge-maven-plugin,库,库, Munge Maven Plugin," Munge is a purposely-simple Java preprocessor. It only supports
conditional inclusion of source based on defined strings of the
form ""if[tag]"", ""if_not[tag]"", ""else[tag]"", and ""end[tag]"".
Unlike traditional preprocessors, comments, and formatting are all
preserved for the included lines. This is on purpose, as the output
of Munge will be distributed as human-readable source code.

To avoid creating a separate Java dialect, the conditional tags are
contained in Java comments. This allows one build to compile the
source files without pre-processing, to facilitate faster incremental
development. Other builds from the same source have their code contained
within that comment. The format of the tags is a little verbose, so
that the tags won't accidentally be used by other comment readers
such as javadoc. Munge tags must be in C-style comments;
C++-style comments may be used to comment code within a comment.

Like any preprocessor, developers must be careful not to abuse its
capabilities so that their code becomes unreadable. Please use it
as little as possible."
jdepend-javadoc,库,服务, Javadoc for jdepend, Javadoc for jdepend.
irqbalance,服务,服务,IRQ balancing daemon ,"irqbalance is a daemon that evenly distributes IRQ load across
multiple CPUs for enhanced performance. "
