name,label,predict,marked_text
python36-rpm-macros,工具,库,macro build rpms python(库) macro build rpms python(库) module(库) want build module(库) need buildrequire
python38,工具,库,interpreter python(库) program(工具)ming language(工具) python(库) access(库)ible dynamically type interpret program(工具)ming language(工具) design(其它) emphasis code(库) readability include(工具) extensive standard library(库) vast ecosystem library(库) package(工具) provide(工具) executable reference interpreter python(库) language(工具) version(工具) majority standard library(库) provide(工具) package(工具) instal automatically along remain part python(库) standard library(库) break package(工具) need instal separately documentation(库) python(库) provide(工具) package(工具) package(工具)s contain(工具) additional library(库) python(库) generally name prefix unversion(工具)ed python(库) executable manual page
python38-idle,库,工具,basic graphical development environment python(库) idle integrated development learning environment idle following feature python(库) shell window interactive interpreter colorizing code(库) input output error message text editor multiple(其它) undo python(库) colorizing smart indent call auto completion feature search within window replace within editor window search multiple(其它) file(工具) grep debugger persistent breakpoints step viewing global local namespaces configuration browser dialog
python38-libs,工具,库,python(库) runtime(库) libraries this package(工具) contain(工具) runtime(库) library(库) python(库) majority python(库) standard library(库) dynamically link library(库) application(库) embed python(库) script(其它)ing language(工具) main executable
python38-rpm-macros,工具,库,macro build rpms python(库) macro build rpms python(库) module(库) want build module(库) need buildrequire
python39,工具,库,version(工具) python(库) interpreter python(库) access(库)ible dynamically type interpret program(工具)ming language(工具) design(其它) emphasis code(库) readability include(工具) extensive standard library(库) vast ecosystem library(库) package(工具) provide(工具) executable reference interpreter python(库) language(工具) version(工具) majority standard library(库) provide(工具) package(工具) instal automatically along remain part python(库) standard library(库) break package(工具) need instal separately documentation(库) python(库) provide(工具) package(工具) package(工具)s contain(工具) additional library(库) python(库) generally name prefix unversion(工具)ed python(库) executable manual page
python39-idle,库,工具,basic graphical development environment python(库) idle integrated development learning environment idle following feature python(库) shell window interactive interpreter colorizing code(库) input output error message text editor multiple(其它) undo python(库) colorizing smart indent call auto completion feature search within window replace within editor window search multiple(其它) file(工具) grep debugger persistent breakpoints step viewing global local namespaces configuration browser dialog
python39-rpm-macros,工具,库,macro build rpms python(库) macro build rpms python(库) module(库) want build module(库) need buildrequire
python38-six,库,工具,python(库) compatibility utility(工具) provide(工具) simple utility(工具) wrap difference python(库) python(库) python(库) version(工具)
python39-six,库,工具,python(库) compatibility utility(工具) provide(工具) simple utility(工具) wrap difference python(库) python(库) python(库) version(工具)
python3-argcomplete,库,工具,bash completion argparse argcomplete provide(工具) easy extensible command(工具) line completion argument python(库) script(其它) make assumption bash shell argparse manage command(工具) line argcomplete particularly useful program(工具) option subparsers program(工具) dynamically suggest completion value example user(工具) browse resource(工具) network(服务) python(库) version(工具)
python3-argh,库,工具,unobtrusive argparse wrapper natural syntax building interface(库) found uttering struggle argparse want lose power need complexity provide(工具) wrapper argparse argparse powerful tool(工具) make easy
python3-botocore,库,服务,core boto interface(库) grow number amazon service(服务)s botocore package(工具) foundation well
python3-click,库,工具,simple wrapper around optparse powerful command(工具) line utility(工具) click python(库) package(工具) create beautiful command(工具) line interface(库) composable little amount code(库) necessary command(工具) line interface(库) creation highly configurable come good default python(库) version(工具)
python3-configobj,库,工具,config file(工具) reading writing validation python(库) configobj simple powerful configuration file(工具) reader write(库)r file(工具) round tripper main feature easy straightforward program(工具)mer interface(库) simple syntax config file(工具)
python2-coverage,库,工具,code(库) coverage test module(库) python(库) python(库) module(库) measure code(库) coverage python(库) execution code(库) analysis tool(工具) trace hook provide(工具) python(库) standard library(库) determine line executable execute
python3-coverage,库,工具,code(库) coverage test module(库) python(库) python(库) module(库) measure code(库) coverage python(库) execution code(库) analysis tool(工具) trace hook provide(工具) python(库) standard library(库) determine line executable execute
python3-dateutil,库,工具,powerful extension standard datetime module(库) dateutil module(库) provide(工具) powerful extension standard datetime module(库) available(其它) python(库) this version(工具) python(库)
python3-decorator,库,工具,module(库) simplify usage decorator decorator module(库) simplify usage decorator average program(工具)mer popularize decorator usage give example useful decorator memoize trace lock core module(库) decorator factory call decorator
python2-docs-info,库,工具,documentation(库) python(库) program(工具) language(工具) info page package(工具) contain(工具) documentation(库) python(库) program(工具)ming language(工具) interpreter info page install package(工具) like read documentation(库) python(库) language(工具) info command(工具) emacs
python3-fasteners,库,工具,python(库) package(工具) provide(工具) useful lock python(库) package(工具) provide(工具) useful lock
python3-flask,库,工具,python(库) base werkzeug jinja good intention flask call idea keep core simple extensible there data(工具)base abstraction layer form validation anything else different library(库) already exist handle however flask know concept extension function(库)ality application(库) implement flask there currently extension object relational mapper form validation upload handling various open(工具) authentication technology python(库) version(工具)
python3-html5lib,库,工具,python(库) base html python(库) base html base whatwg specification maximum compatibility major desktop browser
python3-humanize,库,工具,turns date human readable format(库) minute this modest package(工具) contain(工具) various common humanization utility(工具) like turn number fuzzy human readable duration minute human readable size throughput
python3-hwdata,库,服务,python(库) binding(库) hwdata(工具) package(工具) provide(工具) python(库) interface(库) data(工具)base store hwdata(工具) package(工具) allow(库) human readable descript(其它)ion device(服务) this python(库) build module(库)
python2-ipaddress,库,服务,port python(库) ipaddress module(库) ipaddress provide(工具) capability create manipulate operate address network(服务) function(库) class(库) module(库) make straightforward handle various task relate address include(工具) check whether host subnet iterate host particular subnet check whether string represent valid address network(服务) definition
python2-iso8601,库,其它,simple module(库) parse date this module(库) parse common form date string datetime object
python3-iso8601,库,其它,simple module(库) parse date this module(库) parse common form date string datetime object
python38-jinja2,库,工具,general purpose template engine(工具) template engine(工具) write(库) pure python(库) provide(工具) django inspire syntax support(工具) inline expression optional sandboxed environment exposure template language(工具) smarty django feel right home design(其它)er developer friendly stick principle function(库)ality useful templating environment
python2-jinja2,库,工具,general purpose template engine(工具) template engine(工具) write(库) pure python(库) provide(工具) django inspire syntax support(工具) inline expression optional sandboxed environment exposure template language(工具) smarty django feel right home design(其它)er developer friendly stick principle function(库)ality useful templating environment
python3-jwcrypto,库,服务,implements specification implements specification
python3-linux-procfs,库,工具,linux abstraction class(库) abstractions extract informat(库)ion linux kernel(其它) file(工具)
python3-lit,库,工具,llvm light test runner python(库) tool(工具) llvm project(其它) execute test suite
python2-nose,库,工具,nose documentation(库) nose extend test loading feature unit test make easy write(库) find test default nose test file(工具) directory current working directory whose name include(工具) test test word boundary like testclass(库) libtest test output similar unit test also include(工具) capture stdout output fail test easy debugging these feature many customizable plugin(服务)s plugin(服务)s include(工具) nose provide(工具) support(工具) doctest code(库) coverage profiling flexible test selection output capture
python3-ntplib,库,工具,python(库) module(库) offer simple interface(库) query server(服务) ntplib python(库) module(库) offer simple interface(库) query server(服务) also provide(工具) utility(工具) function(库) translate field value text mode leap indicator since pure python(库) depend core module(库) work platform python(库) implementation(库) python(库) version(工具)
python3-ordered-set,库,工具,custom mutableset remember order orderedset custom mutableset remember order every entry index look
python3-packaging,库,工具,core utility(工具) python(库) package(工具) provide(工具) core utility(工具) python(库) package(工具) like utility(工具) deal version(工具) specifier marker
python38-packaging,库,工具,core utility(工具) python(库) package(工具) provide(工具) core utility(工具) python(库) package(工具) like utility(工具) deal version(工具) specifier marker
python39-packaging,库,工具,core utility(工具) python(库) package(工具) provide(工具) core utility(工具) python(库) package(工具) like utility(工具) deal version(工具) specifier marker
python3-pexpect,库,工具,pure python(库) module(库) pexpect pure python(库) module(库) spawn child application(库) control respond expect pattern output pexpect work like libes expect pexpect allow(库) script(其它) spawn child application(库) control human type command(工具) this package(工具) contain(工具) version(工具) module(库) pexpect automate interactive application(库) passwd telnet automate setup script(其它) duplicate software package(工具) installation different server(服务) automated software test pexpect spirit libes expect pexpect pure python(库) unlike module(库) python(库) pexpect require expect require extension compile work platform support(工具) standard python(库) module(库)
python3-pip,库,工具,tool(工具) instal manage package(工具) package(工具) management system install manage software package(工具) write(库) python(库) many package(工具) find python(库) package(工具) index pypi recursive acronym stand either installs package(工具)s installs python(库)
python38-pluggy,库,服务,plugin(服务) manager strip pytest specific detail plugin(服务) manager strip pytest specific detail
python39-pluggy,库,服务,plugin(服务) manager strip pytest specific detail plugin(服务) manager strip pytest specific detail
python3-pluggy,库,服务,plugin(服务) manager strip pytest specific detail plugin(服务) manager strip pytest specific detail
python2-pluggy,库,服务,plugin(服务) manager strip pytest specific detail plugin(服务) manager strip pytest specific detail
python-podman-api,库,工具,podman podman
python3-psycopg2,库,服务,postgresql data(工具)base adapter python(库) psycopg popular postgresql adapter python(库) program(工具)ming language(工具) core fully implement python(库) specification several extension allow(库) access(库) many feature offer postgresql
python38-psycopg2,库,服务,postgresql data(工具)base adapter python(库) psycopg popular postgresql adapter python(库) program(工具)ming language(工具) core fully implement python(库) specification several extension allow(库) access(库) many feature offer postgresql
python3-ptyprocess,库,工具,subprocess pseudo terminal launch subprocess pseudo terminal interact process
python3-pyasn1-modules,库,工具,module(库)s type module(库)
python38-resolvelib,库,服务,resolve abstract dependency concrete resolvelib high level provide(工具) resolver class(库) include(工具) dependency resolution logic give thing little informat(库)ion interact spit resolution result intended usage import resolvelib things want resolve requirement implement logic resolver understand requirement format(库) class(库)
python3-rpm-generators,库,工具,dependency generator python(库) rpms dependency generator python(库) rpms
python3-s3transfer,库,服务,amazon transfer manager python(库) library(库) manage amazon transfer
python2-scour,库,服务,scrubber scrubber
platform-python-setuptools,库,工具,easily build distribute python(库) package(工具) setuptool(工具)s collection enhancement python(库) distutils allow(库) easily build distribute python(库) package(工具) especially dependency package(工具) this package(工具) also contain(工具) runtime(库) component setuptool(工具)s necessary execute software require
python3-setuptools,库,工具,easily build distribute python(库) package(工具) setuptool(工具)s collection enhancement python(库) distutils allow(库) easily build distribute python(库) package(工具) especially dependency package(工具) this package(工具) also contain(工具) runtime(库) component setuptool(工具)s necessary execute software require
python3-setuptools-wheel,库,工具,setuptool(工具)s wheel python(库) wheel setuptool(工具)s venv
python3-setuptools_scm,库,工具,blessed package(工具) manage version(工具) handle manage python(库) package(工具) version(工具) metadata(工具) also handle file(工具) finder suppertes scms
python2-setuptools_scm,库,工具,blessed package(工具) manage version(工具) handle manage python(库) package(工具) version(工具) metadata(工具) also handle file(工具) finder suppertes scms
python3-six,库,工具,python(库) compatibility utility(工具) provide(工具) simple utility(工具) wrap difference python(库) python(库) python(库) version(工具)
python3-sphinx,库,工具,python(库) documentation(库) generator sphinx tool(工具) make easy create intelligent beautiful documentation(库) python(库) project(其它) document consist multiple(其它) restructuredtext source(工具) write(库) georg brandl originally create translate python(库) documentation(库) clean hope useful many project(其它) sphinx restructuredtext markup language(工具) many strength come power straightforwardness restructuredtext parsing translate suite docutils although still constant development following feature already present work fine action python(库) output format(库) html include(工具) windows html help latex(工具) printable version(工具) extensive semantic markup automatic link function(库) class(库) glossary term similar piece informat(库)ion hierarchical structure easy definition document tree automatic link sibling parent child automatic index general index well module(库) index code(库) handling automatic highlighting pygments highlighter various extension available(其它) automatic testing snippet inclusion appropriately format(库) docstrings
python3-sphinx_rtd_theme,库,其它,sphinx theme this prototype sphinx theme currently development include(工具) variable check ignore project(其它) outside site
python3-sphinx-theme-alabaster,库,其它,configurable sphinx theme this theme modified sphinx theme kennethreitz especially requests project(其它) originally base theme flask related project(其它)
python3-unittest2,库,工具,feature unittest backported python(库) backport feature unittest testing framework python(库) onwards test python(库) pypy
python3-virtualenv,库,工具,tool(工具) create isolated python(库) environment virtualenv tool(工具) create isolated python(库) environment virtualenv successor workingenv extension write(库) bicking sponsor open(工具) planning project(其它) license permissive license
python2-virtualenv,库,工具,tool(工具) create isolated python(库) environment virtualenv tool(工具) create isolated python(库) environment virtualenv successor workingenv extension write(库) bicking sponsor open(工具) planning project(其它) license permissive license
python38-wcwidth,库,工具,measures number terminal column cell code(库) this mainly terminal emulator implementors write(库) program(工具) expect interpret terminal emulator wish determine printable width string terminal
python39-wcwidth,库,工具,measures number terminal column cell code(库) this mainly terminal emulator implementors write(库) program(工具) expect interpret terminal emulator wish determine printable width string terminal
python3-werkzeug,库,工具,swiss army knife python(库) development werkzeug werkzeug start simple collection various utility(工具) wsgi application(库) become advanced wsgi utility(工具) module(库) include(工具) powerful debugger full feature request response object http utility(工具) handle entity cache control header http date cookie handling file(工具) uploads powerful routing system bunch community contribute addon module(库) werkzeug unicode(库)(其它) aware enforce specific template engine(工具) data(工具)base adapter anything else even enforce specific handle request leave developer useful user(工具) application(库) work many server(服务) environment possible blog wikis bulletin board
python3-wheel,库,工具,format(库) python(库) format(库) python(库) wheel archive specially format(库) file(工具)name extension design(其它) contain(工具) file(工具) compatible install close format(库) python(库) version(工具)
python38-wheel,库,工具,format(库) python(库) format(库) python(库) wheel archive specially format(库) file(工具)name extension design(其它) contain(工具) file(工具) compatible install close format(库) python(库) version(工具)
python39-wheel,库,工具,format(库) python(库) wheel reference implementation(库) python(库) wheel package(工具) standard define different role setuptool(工具)s extension building wheel provide(工具) setuptool(工具)s command(工具) command(工具) line tool(工具) work wheel file(工具)
python3-pywbem,库,工具,wbem client(服务) provide(工具)r interface(库) wbem client(服务) allow(库) issue operation wbem server(服务) operation http protocol(服务) define dmtf standard infrastructure wide variety system management task support(工具) system wbem server(服务) wbem standards informat(库)ion wbem
qatengine,库,服务,intel quickassist technology open(工具)ssl engine(工具) this package(工具) provide(工具) intel quickassist technology open(工具)ssl engine(工具) open(工具)ssl engine(工具) provide(工具) cryptographic acceleration hardware optimize software intel quickassist technology enable intel platform
qatlib,库,服务,intel quickassist user(工具) space library(库) intel quickassist technology intel provide(工具) hardware acceleration offload security authentication compression service(服务) thus significantly increase performance(服务) efficiency standard platform solution service(服务) include(工具) symmetric(服务) encryption authentication asymmetric(服务) encryption digital signature lossless data(工具) compression this package(工具) provide(工具) user(工具) space library(库) allow(库) access(库) intel quickassist device(服务) expose intel quickassist apis
qemu-kvm-block-rbd,工具,服务,qemu block driver(服务) this package(工具) provide(工具) additional block driver(服务) qemu install package(工具) want access(库) remote ceph volume protocol(服务)
qemu-kvm-block-ssh,工具,服务,qemu block driver(服务) this package(工具) provide(工具) additional block driver(服务) qemu install package(工具) want access(库) remote disk secure shell protocol(服务)
qemu-kvm-core,服务,库,core component open(工具) source(工具) virtualizer provide(工具) hardware emulation hypervisor virtual machine monitor together kernel(其它) module(库) emulate hardware full system associated peripheral
qemu-kvm-docs,工具,库,documentation(库) provide(工具) documentation(库) file(工具) regard
qemu-kvm-ui-opengl,工具,服务,qemu open(工具)gl support(工具) this package(工具) provide(工具) open(工具)gl support(工具)
qpdf,工具,库,tool(工具) library(库) transform file(工具) qpdf program(工具) structural transformat(库)ion file(工具) could call something like include(工具) support(工具) merging splitting pdfs manipulate list page file(工具) viewer program(工具) capable convert format(库)
qperf,工具,库,measure socket rdma performance(服务) measure socket rdma performance(服务)
qt5-rpm-macros,库,服务,macro building frameworks package(工具) macro building frameworks package(工具)
qt5-srpm-macros,库,工具,macro source(工具) package(工具) macro source(工具) package(工具)
qt5-qtbase-odbc,库,服务,odbc driver(服务) class(库) odbc driver(服务) class(库)
qt5-qtbase-postgresql,库,服务,postgresql driver(服务) class(库) postgresql driver(服务) class(库)
qt5-qtbase-static,库,工具,static library(库) file(工具) static library(库) file(工具)
qt5-qtlocation,库,工具,location component location positioning apis give developer ability determine position variety possible source(工具) include(工具) satellite wifi text file(工具)
qt5-qtquickcontrols2,库,工具,module(库) qtquick control embed labs controls module(库) provide(工具) control build complete interface(库) quick unlike quick controls control optimize embedded system prefer hardware limited resource(工具)
qt5-qtsensors,库,服务,sensors component sensors provide(工具) access(库) sensor hardware interface(库) sensors also provide(工具) motion gesture recognition device(服务)
qt5-assistant,库,工具,documentation(库) browser documentation(库) browser
qt5-linguist,库,工具,linguist tool(工具)s tool(工具)s translation application(库)
qt5-qttools,库,工具,qttool(工具) component qttool(工具) component
qt5-qttools-common,库,其它,common file(工具) common file(工具)
qt5-qttools-static,库,工具,static library(库) file(工具) static library(库) file(工具)
qt5-qttranslations,库,工具,qttranslations module(库) qttranslations module(库)
qt5-qtvirtualkeyboard,库,工具,virtualkeyboard component virtual keyboard project(其它) provide(工具) input framework reference keyboard frontend feature include(工具) customizable keyboard layout style dynamic switching predictive text input word selection character preview alternative character view automatic capitalization space insertion scalability different resolution support(工具) different character latin chinese hindi japanese arabic(其它) korean others support(工具) common input language(工具) possibility easily extend language(工具) support(工具) input hardware support(工具) navigation handwriting support(工具) gesture fullscreen input audio feedback
qt5-qtwebchannel-examples,库,工具,program(工具)ming example program(工具)ming example
qtchooser,工具,库,wrapper select development binary version(工具) chooser provide(工具) wrapper switch version(工具) development binary multiple(其它) version(工具) like instal local build
quota,工具,库,system administration tool(工具) monitor user(工具) disk usage quota package(工具) contain(工具) system administration tool(工具) monitoring limit user(工具) group disk usage file(工具) system
quota-nld,工具,服务,daemon(服务) daemon(服务) listen netlink socket process receive quota warning note enable kernel(其它) support(工具) send quota message netlink quota menu daemon(服务) support(工具) forward warn message system desktop manager display(其它) dialog write(库) terminal user(工具) last access(库)
quota-rpc,工具,服务,quota daemon(服务) daemon(服务) allow(库) query disk quota network(服务) daemon(服务) could quota tool(工具) manage quota client(服务)
rar,工具,库,compression decompression program(工具) compression decompression program(工具) include(工具) version(工具)
rarian,库,服务,documentation(库) library(库) rarian documentation(库) library(库) allow(库) access(库) document page info page design(其它) replacement scrollkeeper
rasqal,库,工具,query library(库) rasqal library(库) providing full support(工具) query resource(工具) descript(其它)ion framework include(工具) parse query syntax construct query execute return result format(库) currently handle data(工具) query language(工具) rdql sparql query language(工具)
iwpmd,库,服务,iwarp port mapper user(工具)space daemon(服务) iwpmd provide(工具) user(工具)space service(服务) iwarp driver(服务) claim port standard socket interface(库)
libibumad,库,服务,open(工具)fabrics alliance infiniband umad user(工具)space management data(工具)gram library(库) libibumad provide(工具) user(工具)space management data(工具)gram umad library(库) function(库) umad module(库) kernel(其它) these diagnostic management tool(工具) include(工具) open(工具)sm
libibverbs-utils,库,工具,examples libibverbs library(库) useful libibverbs example program(工具) display(其它) informat(库)ion rdma device(服务)
librdmacm,库,工具,user(工具)space rdma connection manager librdmacm provide(工具) user(工具)space rdma communication management
rdma-core,服务,工具,rdma core user(工具)space library(库) daemon(服务) rdma core user(工具)space infrastructure documentation(库) include(工具) kernel(其它) modprobe override configs ipoib network(服务) script(其它) dracut rule utility(工具)
srp_daemon,服务,工具,tool(工具)s infiniband protocol(服务) device(服务) conjunction kernel(其它) driver(服务) allow(库) discover scsi device(服务) scsi rdma protocol(服务) infiniband
readline,库,工具,library(库) edit typed command(工具) line readline library(库) provide(工具) function(库) allow(库) user(工具) edit command(工具) line both emacs editing mode available(其它) readline library(库) include(工具) additional function(库) maintain list command(工具) line recall edit line perform history expansion previous command(工具)
realmd,服务,工具,kerberos realm enrollment service(服务) realmd dbus system service(服务) manage discovery enrollment realm domain(服务) like active directory control center realmd back domain(服务) simply automatically configure thing correctly
redhat-lsb,库,工具,implementation(库) linux standard base specification linux standard base attempt develop standard increase compatibility among linux distribution design(其它) produce stable application(库) binary interface(库) independent software vendor package(工具) provide(工具) utility(工具) library(库) need compliant application(库)s also contain(工具) requirement ensure component require instal system
redhat-lsb-desktop,库,服务,desktop module(库) support(工具) linux standard base desktop specifications define component require present conforming system
redhat-lsb-submod-multimedia,库,服务,multimedia submodule(库) support(工具) linux standard base multimedia submodule(库) specification define component require present conforming system
redhat-menus,库,服务,configuration data(工具) file(工具) desktop menu this package(工具) contain(工具) file(工具) describe menu layout gnome(服务) file(工具) define name icon subdirectory menu
redhat-rpm-config,工具,服务,specific configuration file(工具) specific configuration file(工具)
redhat-support-lib-python,库,服务,support(工具) software development library(库) this package(工具) contain(工具) support(工具) software development library(库) customer library(库) easily integrate help desk solution infrastructure service(服务) provide(工具) customer portal library(库) provide(工具) package(工具) abstraction layer simplify interaction customer portal simply create instance provide(工具) necessary authorization credential object interact customer portal some interaction support(工具) include(工具) limit automatic diagnostic service(服务) file(工具) knowledge base searching support(工具) case creation attach file(工具) support(工具) case view status support(工具) case entitlement viewing
redhat-support-tool,工具,库,tool(工具) console access(库) subscriber service(服务) this package(工具) contain(工具) support(工具) tool(工具) support(工具) tool(工具) provide(工具) console base access(库) subscriber service(服务) these service(服务) include(工具) limit console base access(库) solution case management automate diagnostic service(服务)
resource-agents,工具,服务,open(工具) source(工具) reusable cluster resource(工具) script(其它)s script(其它) interface(库) several service(服务) operate high availability environment pacemaker rgmanager service(服务) manager
resource-agents-aliyun,工具,服务,alibaba cloud aliyun resource(工具) agent(服务) alibaba cloud aliyun resource(工具) agent(服务) allow(库) alibaba cloud aliyun instance manage cluster environment
resource-agents-gcp,工具,服务,google cloud platform resource(工具) agent(服务)s google cloud platform resource(工具) agent(服务) allow(库) google cloud platform instance manage cluster environment
rhythmbox,工具,库,music management application(库) rhythmbox integrated music management application(库) base powerful gstreamer medium framework number feature include(工具) easy music browser search sort comprehensive audio format(库) support(工具) gstreamer internet radio support(工具) playlist rhythmbox extensible plugin(服务) system
rootfiles,库,服务,basic required file(工具) root user(工具) directory rootfile(工具)s package(工具) contain(工具) basic require file(工具) place root user(工具) account these file(工具) basically place regular user(工具) home directory
rpcgen,工具,库,protocol(服务) compiler rpcgen tool(工具) generate code(库) implement protocol(服务) input rpcgen language(工具) similar know language(工具) remote procedure call language(工具)
rpm,工具,服务,package(工具) management system package(工具) manager powerful command(工具) line drive package(工具) management system capable instal uninstalling verify query update software package(工具) each software package(工具) consist archive file(工具) along informat(库)ion package(工具) like version(工具) descript(其它)ion
rpm-build-libs,工具,库,libraries building signing package(工具) this package(工具) contain(工具) share library(库) building signing package(工具)
rpm-plugin-fapolicyd,库,服务,plugin(服务) fapolicyd function(库)ality plugin(服务) fapolicyd function(库)ality
rpm-plugin-selinux,库,工具,plugin(服务) selinux function(库)ality plugin(服务) selinux function(库)ality
rpm-plugin-syslog,库,工具,plugin(服务) syslog function(库)ality plugin(服务) syslog function(库)ality
rpm-sign,工具,库,package(工具) sign support(工具) this package(工具) contain(工具) support(工具) digitally sign package(工具)
rpm-ostree,工具,服务,hybrid system hybrid system support(工具) compose package(工具) build server(服务) ostree repository replicate client(服务) system atomic upgrade additionally unlike many pure image system client(服务) system layer additional package(工具) provide(工具) best world approach
rrdtool,工具,服务,round robin data(工具)base tool(工具) store display(其它) data(工具) acronym round robin data(工具)base system store display(其它) data(工具) network(服务) bandwidth temperature server(服务) load average store data(工具) compact expand time present useful graph process data(工具) enforce certain data(工具) density either simple wrapper script(其它) shell perl(库) frontends poll network(服务) device(服务) friendly user(工具) interface(库)
rrdtool-lua,工具,服务,rrdtool(工具) bind package(工具) include(工具) rrdtool(工具) binding(库)
rrdtool-ruby,库,服务,ruby rrdtool(工具) bind package(工具) include(工具) rrdtool(工具) binding(库) ruby
rrdtool-tcl,库,工具,rrdtool(工具) bind package(工具) include(工具) rrdtool(工具) binding(库)
rshim,服务,工具,driver(服务) mellanox bluefield this driver(服务) access(库) bluefield rshim interface(库) provide(工具) push boot stream debug target login virtual console network(服务) interface(库)
rsync,工具,库,program(工具) synchronize file(工具) network(服务) rsync reliable algorithm bring remote host file(工具) sync quickly rsync fast(工具) send difference file(工具) network(服务) instead send complete file(工具) rsync often powerful mirror process capable replacement command(工具) technical report describe rsync algorithm include(工具) package(工具)
rsyslog-mysql,服务,库,mysql support(工具) rsyslog package(工具) contain(工具) dynamic shared object mysql data(工具)base support(工具) rsyslog
rsyslog-openssl,服务,库,protocol(服务) support(工具) rsyslog open(工具)ssl library(库) package(工具) contain(工具) rsyslog plugin(服务)s provide(工具) ability send receive syslog message relp encryption open(工具)ssl library(库) detail refer rsyslog imtcp omfwd module(库)
rubberband,库,工具,audio library(库) rubber band library(库) utility(工具) program(工具) permit change tempo pitch audio recording independently another
ruby,工具,库,interpreter script(其它)ing language(工具) ruby interpreted script(其它)ing language(工具) quick easy program(工具)ming many feature process text file(工具) system management task perl(库) simple extensible
ruby-libs,库,工具,libraries necessary ruby this package(工具) include(工具) libruby necessary ruby
rubygem-diff-lcs,库,工具,provide(工具) list change sequence collection diff compute difference enumerable sequence long common subsequence algorithm include(工具) utility(工具) create simple html diff output format(库) standard tool(工具)
clippy,库,工具,lints catch common mistake improve rust code(库) collection lint catch common mistake improve rust code(库)
rust-debugger-common,工具,其它,common debugger pretty printer rust this package(工具) include(工具) common function(库)ality
rust-gdb,库,工具,pretty printer rust this package(工具) include(工具) script(其它) allow(库) easy debugging rust program(工具)
rust-lldb,库,工具,lldb pretty printer rust this package(工具) include(工具) script(其它) allow(库) easy debugging rust program(工具)
rust-src,库,工具,source(工具)s rust standard library(库) this package(工具) include(工具) source(工具) file(工具) rust standard library(库) useful reference code(库) completion tool(工具) various editor
rust-std-static,库,工具,standard library(库) rust this package(工具) include(工具) standard library(库) building application(库) write(库) rust
rust-std-static-wasm32-unknown-unknown,库,服务,standard library(库) rust this package(工具) include(工具) standard library(库) building application(库) write(库) rust webassembly target
rust-std-static-wasm32-wasi,库,服务,standard library(库) rust this package(工具) include(工具) standard library(库) building application(库) write(库) rust webassembly target
rust-srpm-macros,库,工具,macro building rust source(工具) package(工具) macro building rust source(工具) package(工具)
rust-toolset,库,服务,package(工具) install this main package(工具)
libsmbclient,库,服务,client(服务) library(库) libsmbclient(服务) contain(工具) client(服务) library(库) samba suite
libwbclient,库,服务,winbind client(服务) library(库) libwbclient(服务) package(工具) contain(工具) winbind client(服务) library(库) samba suite
samba-client,工具,服务,samba client(服务) program(工具) package(工具) provide(工具) client(服务) complement file(工具)system linux these client(服务) allow(库) access(库) share print printer
samba-common-libs,库,服务,libraries samba server(服务) client(服务) package(工具) contain(工具) internal library(库) need client(服务)
samba-common-tools,工具,服务,tool(工具)s samba server(服务) client(服务) package(工具) contain(工具) tool(工具) samba server(服务) client(服务)
samba-pidl,工具,库,perl(库) compiler package(工具) contain(工具) perl(库) compiler samba wireshark parse similar protocol(服务)
samba-test-libs,库,服务,libraries need testing tool(工具) samba server(服务) client(服务) provide(工具) library(库) require testing tool(工具)
samba-winbind-clients,工具,服务,samba winbind client(服务) package(工具) provide(工具) wbinfo tool(工具)
samba-winbind-krb5-locator,库,服务,samba winbind locator winbind locator plugin(服务) system kerberos library(库) allow(库) local kerberos library(库) samba winbind
samba-winbind-modules,库,服务,samba winbind module(库)s package(工具) provide(工具) library(库) module(库) necessary communicate winbind daemon(服务)
sane-backends,工具,服务,scanner access(库) software scanner access(库) easy sane universal scanner interface(库) sane application(库) program(工具) interface(库) provide(工具) standardized access(库) raster image scanner hardware flatbed scanner scanner video still camera
sane-backends-drivers-cameras,工具,服务,scanner backend driver(服务) digital camera this package(工具) contain(工具) backend driver(服务) access(库) digital camera sane
sane-frontends,工具,库,graphical frontend sane this package(工具) include(工具) scanadf xcam program(工具)
python3-sanlock,服务,库,python(库) binding(库) sanlock library(库) package(工具) contain(工具) module(库) permit application(库) write(库) python(库) program(工具)ming language(工具) interface(库) supply sanlock library(库)
sanlock-lib,服务,库,share storage lock manager library(库) package(工具) contain(工具) runtime(库) library(库) sanlock share storage lock manager hosts connect common synchronize access(库) share disk
sassist,服务,工具,dell support(工具)assist collector dell support(工具)assist collector linux
sblim-cmpi-base,库,服务,sblim cmpi base provide(工具)rs sblim standards based linux instrumentation manageability cmpi common manageability program(工具)ming interface(库) base provide(工具)rs common informat(库)ion model(工具) class(库)
sblim-gather,库,服务,sblim gatherer standards based linux instrumentation manageability performance(服务) data(工具) gatherer base this package(工具) contain(工具) agent(服务) control program(工具) gathering provide(工具) performance(服务) data(工具)
sblim-gather-provider,库,服务,sblim gatherer provide(工具)r common informat(库)ion model(工具) provide(工具)rs sblim standards based linux instrumentation manageability gatherer
sblim-sfcb,库,服务,small footprint broker small footprint broker sfcb server(服务) conform operations http protocol(服务) robust resource(工具) consumption therefore specifically suit embedded resource(工具) constrain(工具) environment sfcb support(工具) provide(工具)r write(库) common manageability program(工具)ming interface(库) cmpi
