name,label,pred,summary,description
pcp-pmda-postfix,服务,服务, Performance Co-Pilot (PCP) metrics for the Postfix (MTA)," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about the Postfix (MTA)."
php-pecl-zip,库,工具, A ZIP archive management extension, Zip is an extension to create and read zip files.
ant-xz,库,库, Optional xz tasks for ant, Optional xz tasks for ant.
gcc-gdb-plugin,工具,工具, GCC plugin for GDB, This package contains GCC plugin for GDB C expression evaluation.
texlive-fix2col,工具,工具, Fix miscellaneous two column mode features," Fix mark handling so that \firstmark is taken from the first
column if that column has any marks at all; keep two column
floats like figure* in sequence with single column floats like
figure."
gcc-toolset-9-build,工具,工具, Package shipping basic build configuration, Package shipping essential configuration macros to build gcc-toolset-9 Software Collection.
oceanbase-ce,服务,库, OceanBase CE is a distributed relational database, OceanBase CE is a distributed relational database
texlive-bera,库,其它, Bera fonts," The package contains the Bera Type 1 fonts, and a zip archive
containing files to use the fonts with LaTeX. Bera is a set of
three font families: Bera Serif (a slab-serif Roman), Bera Sans
(a Frutiger descendant), and Bera Mono (monospaced/typewriter).
Support for use in LaTeX is also provided. The Bera family is a
repackaging, for use with TeX, of the Bitstream Vera family."
parted,工具,工具,The GNU disk partition manipulation program ,"The GNU Parted program allows you to create, destroy, resize, move,
and copy hard disk partitions. Parted can be used for creating space
for new operating systems, reorganizing disk usage, and copying data
to new hard disks. "
python3-productmd,库,库, Library providing parsers for metadata related to OS installation," Python library providing parsers for metadata related to composes
and installation media."
extra-cmake-modules,工具,工具, Additional modules for CMake build system, Additional modules for CMake build system needed by KDE Frameworks.
paps-libs,库,库, Libraries for paps," paps is a PostScript converter from plain text file using Pango.

This package contains the library for paps."
perl-Try-Tiny,库,库, Minimal try/catch with proper localization of $@," This module provides bare bones try/catch statements that are designed to
minimize common mistakes with eval blocks, and NOTHING else.

This is unlike TryCatch, which provides a nice syntax and avoids adding
another call stack layer, and supports calling return from the try block to
return from the parent subroutine. These extra features come at a cost of a
few dependencies, namely Devel::Declare and Scope::Upper that are occasionally
problematic, and the additional catch filtering uses Moose type constraints,
which may not be desirable either."
virt-viewer,工具,服务, Virtual Machine Viewer," Virtual Machine Viewer provides a graphical console client for connecting
to virtual machines. It uses the GTK-VNC or SPICE-GTK widgets to provide
the display, and libvirt for looking up VNC/SPICE server details."
bcel-javadoc,库,库, API documentation for bcel, This package provides API documentation for bcel.
python3-sanlock,库,库, Python bindings for the sanlock library," The python3-sanlock package contains a module that permits applications
written in the Python programming language to use the interface
supplied by the sanlock library."
gpm,工具,工具, A mouse server for the Linux console," Gpm provides mouse support to text-based Linux applications like the
Emacs editor and the Midnight Commander file management system.  Gpm
also provides console cut-and-paste operations using the mouse and
includes a program to allow pop-up menus to appear at the click of a
mouse button."
python3-rtslib,库,库, API for Linux kernel LIO SCSI target, API for generic Linux SCSI kernel target.
perl-Any-URI-Escape,库,库, Load URI::Escape::XS preferentially over URI::Escape," URI::Escape is great, but URI::Escape::XS is faster. This module loads
URI::Escape::XS and imports the two most common methods if XS is installed."
vino,服务,服务, A remote desktop system for GNOME," Vino is a VNC server for GNOME. It allows remote users to
connect to a running GNOME session using VNC."
pcp-pmda-roomtemp,服务,服务, Performance Co-Pilot (PCP) metrics for the room temperature," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about the room temperature."
tesseract-script-greek,工具,工具, Greek script data for tesseract-tessdata," This package contains the fast integer version of the Greek script
trained models for the Tesseract Open Source OCR Engine."
p11-kit,库,库, Library for loading and sharing PKCS#11 modules," p11-kit provides a way to load and enumerate PKCS#11 modules, as well
as a standard configuration setup for installing PKCS#11 modules in
such a way that they're discoverable."
java-1.8.0-alibaba-dragonwell-headless,库,库, Alibaba Dragonwell 1.8.0 headless, Alibaba Dragonwell 1.8.0 headless
sevctl,工具,工具, Administrative utility for AMD SEV, Administrative utility for AMD SEV.
libreoffice-help-ja,库,库, Japanese help for LibreOffice, Provides Japanese help for LibreOffice.
python3-pexpect,库,库, Unicode-aware Pure Python Expect-like module," Pexpect is a pure Python module for spawning child applications; controlling
them; and responding to expected patterns in their output. Pexpect works like
Don Libes' Expect. Pexpect allows your script to spawn a child application and
control it as if a human were typing commands. This package contains the
python3 version of this module.

Pexpect can be used for automating interactive applications such as ssh, ftp,
passwd, telnet, etc. It can be used to automate setup scripts for duplicating
software package installations on different servers. And it can be used for
automated software testing. Pexpect is in the spirit of Don Libes' Expect, but
Pexpect is pure Python. Unlike other Expect-like modules for Python, Pexpect
does not require TCL or Expect nor does it require C extensions to be
compiled.  It should work on any platform that supports the standard Python
pty module."
sil-scheherazade-fonts,其它,其它, An Arabic script unicode font," Scheherazade, named after the heroine of the classic Arabian Nights tale, is
designed in a similar style to traditional typefaces such as Monotype Naskh,
extended to cover the full Unicode Arabic repertoire."
pinentry-gnome3,工具,工具, Passphrase/PIN entry dialog for GNOME 3," Pinentry is a collection of simple PIN or passphrase entry dialogs which
utilize the Assuan protocol as described by the aegypten project; see
http://www.gnupg.org/aegypten/ for details.
This package contains the GNOME 3 version of the PIN entry dialog."
zimg,库,库," Scaling, color space conversion, and dithering library"," The ""z"" library implements the commonly required image processing basics of
scaling, color space conversion, and depth conversion. A simple API enables
conversion between any supported formats to operate with minimal knowledge from
the programmer. All library routines were designed from the ground-up with
correctness, flexibility, and thread-safety as first priorities. Allocation,
buffering, and I/O are cleanly separated from processing, allowing the
programmer to adapt ""z"" to many scenarios."
lohit-gurmukhi-fonts,其它,其它, Free Gurmukhi truetype font for Punjabi language, This package provides a free Gurmukhi script truetype font for Punjabi language.
java-1.8.0-openjdk-src,库,库, OpenJDK 8 Source Bundle," The java-1.8.0-openjdk-src sub-package contains the complete OpenJDK 8
class library source code for use by IDE indexers and debuggers."
file-libs,库,库, Libraries for applications using libmagic," 
Libraries for applications using libmagic."
cyrus-sasl-sql,库,库, SQL auxprop support for Cyrus SASL," The cyrus-sasl-sql package contains the Cyrus SASL plugin which supports
using a RDBMS for storing shared secrets."
perftest,工具,库,IB Performance Tests ,"Perftest is a collection of simple test programs designed to utilize
RDMA communications and provide performance numbers over those RDMA
connections.  It does not work on normal TCP/IP networks, only on
RDMA networks. "
bzip2-libs,库,库, Libraries for applications using bzip2," 
Libraries for applications using the bzip2 compression format."
google-noto-sans-avestan-fonts,其它,其它, Sans Avestan font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Avestan."
ibus-m17n,工具,工具, The M17N engine for IBus platform," M17N engine for IBus input platform. It allows input of many languages using
the input table maps from m17n-db."
plexus-component-factories-pom,库,库, Plexus Component Factories POM," This package provides Plexus Component Factories parent POM used by different
Plexus packages."
texlive-xetex-itrans,工具,工具, Itrans input maps for use with XeLaTeX," The package provides maps for use with XeLaTeX with coding done
using itrans. Fontspec maps are provided for Devanagari
(Sanskrit), for Sanskrit in Kannada and for Kannada itself."
texlive-placeins,工具,工具, Control float placement," Defines a \FloatBarrier command, beyond which floats may not
pass; useful, for example, to ensure all floats for a section
appear before the next \section command."
transfig,工具,工具, Utility for converting FIG files (made by xfig) to other formats," The transfig utility creates a makefile which translates FIG (created
by xfig) or PIC figures into a specified LaTeX graphics language (for
example, PostScript(TM)).  Transfig is used to create TeX documents
which are portable (i.e., they can be printed in a wide variety of
environments).

Install transfig if you need a utility for translating FIG or PIC
figures into certain graphics languages."
lm_sensors,工具,工具,Hardware monitoring tools ,"The lm_sensors package includes a collection of modules for general SMBus
access and hardware monitoring. "
libsss_nss_idmap,库,库, Library for SID and certificate based lookups, Utility library for SID and certificate based lookups
texlive-eurosym,工具,工具, MetaFont and macros for Euro sign," The new European currency symbol for the Euro implemented in
MetaFont, using the official European Commission dimensions,
and providing several shapes (normal, slanted, bold, outline).
The package also includes a LaTeX package which defines the
macro, pre-compiled tfm files, and documentation."
nbdkit-tar-plugin,工具,工具, Tar archive plugin for nbdkit, This package is a tar archive plugin for nbdkit.
gnome-user-docs,库,服务, GNOME User Documentation," This package contains end-user documentation for the GNOME desktop
environment."
redhat-lsb-printing,库,库, LSB Printing module support," The Linux Standard Base (LSB) Printing specifications define components that
are required to be present on an LSB conforming system."
python3-evdev,库,库, Python bindings for the Linux input handling subsystem," This package provides python bindings to the generic input event interface in
Linux. The evdev interface serves the purpose of passing events generated in
the kernel directly to userspace through character devices that are typically
located in /dev/input/.

This package also comes with bindings to uinput, the userspace input subsystem.
Uinput allows userspace programs to create and handle input devices that can
inject events directly into the input subsystem.

In other words, python-evdev allows you to read and write input events on Linux.
An event can be a key or button press, a mouse movement or a tap on a
touchscreen."
perl-Tie-RefHash,库,库, Use references as hash keys," This module provides the ability to use references as hash keys if you first
""tie"" the hash variable to this module. Normally, only the keys of the tied
hash itself are preserved as references; to use references as keys in
hashes-of-hashes, use Tie::RefHash::Nestable, included as part of
Tie::RefHash."
python39-lxml,库,库, XML processing library combining libxml2/libxslt with the ElementTree API," lxml is a Pythonic, mature binding for the libxml2 and libxslt libraries. It
provides safe and convenient access to these libraries using the ElementTree It
extends the ElementTree API significantly to offer support for XPath, RelaxNG,
XML Schema, XSLT, C14N and much more.To contact the project, go to the project
home page < or see our bug tracker at case you want to use the current ...

Python 3 version."
pipewire-libs,服务,库, Libraries for PipeWire clients," This package contains the runtime libraries for any application that wishes
to interface with a PipeWire media server."
oscap-anaconda-addon,工具,工具, Anaconda addon integrating OpenSCAP to the installation process," This is an addon that integrates OpenSCAP utilities with the Anaconda installer
and allows installation of systems following restrictions given by a SCAP
content."
perl-HTTP-Negotiate,库,库, Choose a variant to serve," This module provides a complete implementation of the HTTP content
negotiation algorithm specified in draft-ietf-http-v11-spec-00.ps chapter
12. Content negotiation allows for the selection of a preferred content
representation based upon attributes of the negotiable variants and the
value of the various Accept* header fields in the request."
ipset,工具,库, Manage Linux IP sets," IP sets are a framework inside the Linux kernel since version 2.4.x, which can
be administered by the ipset utility. Depending on the type, currently an IP
set may store IP addresses, (TCP/UDP) port numbers or IP addresses with MAC
addresses in a way, which ensures lightning speed when matching an entry
against a set.

If you want to:
 - store multiple IP addresses or port numbers and match against the collection
   by iptables at one swoop;
 - dynamically update iptables rules against IP addresses or ports without
   performance penalty;
 - express complex IP address and ports based rulesets with one single iptables
   rule and benefit from the speed of IP sets
then ipset may be the proper tool for you."
libreoffice-help-gl,库,库, Galician help for LibreOffice, Provides Galician help for LibreOffice.
hunspell-dsb,工具,工具, Lower Sorbian hunspell dictionaries, Lower Sorbian hunspell dictionaries.
google-noto-serif-malayalam-fonts,其它,其它, Serif Malayalam font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Serif font for Malayalam."
clevis,工具,工具, Automated decryption framework," Clevis is a framework for automated decryption. It allows you to encrypt
data using sophisticated unlocking policies which enable decryption to
occur automatically.

The clevis package provides basic encryption/decryption policy support.
Users can use this directly; but most commonly, it will be used as a
building block for other packages. For example, see the clevis-luks
and clevis-dracut packages for automatic root volume unlocking of LUKS
volumes during early boot."
llvm,工具,工具, The Low Level Virtual Machine," LLVM is a compiler infrastructure designed for compile-time, link-time,
runtime, and idle-time optimization of programs from arbitrary programming
languages. The compiler infrastructure includes mirror sets of programming
tools as well as libraries with equivalent functionality."
libXrandr,库,库, X.Org X11 libXrandr runtime library, X.Org X11 libXrandr runtime library
bind-utils,工具,工具, Utilities for querying DNS name servers," Bind-utils contains a collection of utilities for querying DNS (Domain
Name System) name servers to find out information about Internet
hosts. These tools will provide you with the IP addresses for given
host names, as well as other information about registered domains and
network addresses.

You should install bind-utils if you need to get information from DNS name
servers."
hunspell-ber,工具,工具, Amazigh hunspell dictionaries, Amazigh hunspell dictionaries.
kdump-anaconda-addon,工具,工具, Kdump configuration anaconda addon, Kdump anaconda addon
systemtap-runtime-java,工具,工具, Systemtap Java Runtime Support," This package includes support files needed to run systemtap scripts
that probe Java processes running on the OpenJDK runtimes using Byteman."
iputils-ninfod,服务,服务,Node Information Query Daemon ,"Node Information Query (RFC4620) daemon. Responds to IPv6 Node Information
Queries. "
dotnet-sdk-6.0-source-built-artifacts,库,库, Internal package for building .NET 6.0 Software Development Kit," The .NET source-built archive is a collection of packages needed
to build the .NET SDK itself.

These are not meant for general use."
powermock-javadoc,库,库, JavaDocs for powermock," 
PowerMock is a framework that extend other mock libraries
such as EasyMock with more powerful capabilities. PowerMock uses a
custom classloader and bytecode manipulation to enable mocking of
static methods, constructors, final classes and methods, private
methods, removal of static initializers and more.

This package contains the API documentation for powermock."
tinyxml2,库,库," Simple, small and efficient C++ XML parser"," TinyXML-2 is a simple, small, efficient, C++ XML parser that can be
easily integrated into other programs. It uses a Document Object Model
(DOM), meaning the XML data is parsed into a C++ objects that can be
browsed and manipulated, and then written to disk or another output stream.

TinyXML-2 doesn't parse or use DTDs (Document Type Definitions) nor XSLs
(eXtensible Stylesheet Language).

TinyXML-2 uses a similar API to TinyXML-1, But the implementation of the
parser was completely re-written to make it more appropriate for use in a
game. It uses less memory, is faster, and uses far fewer memory allocations."
spice-gtk3-vala,库,库, Vala bindings for the spice-gtk-3.0 library, A module allowing use of the spice-gtk-3.0 widget from vala
python2-libs,库,库, Runtime libraries for Python 2, This package contains files used to embed Python 2 into applications.
dropwatch,工具,工具, Kernel dropped packet monitor," dropwatch is an utility to interface to the kernel to monitor for dropped
network packets."
xinetd,服务,服务, A secure replacement for inetd," Xinetd is a secure replacement for inetd, the Internet services
daemon. Xinetd provides access control for all services based on the
address of the remote host and/or on time of access and can prevent
denial-of-access attacks. Xinetd provides extensive logging, has no
limit on the number of server arguments, and lets you bind specific
services to specific IP addresses on your host machine. Each service
has its own specific configuration file for Xinetd; the files are
located in the /etc/xinetd.d directory."
thai-scalable-tlwgtypist-fonts,其它,其它, Thai TlwgTypist fonts," 
fonts-tlwg provides a collection of free scalable Thai fonts.

This package provides the TlwgTypist family of Thai fonts."
jaxen,库,库, An XPath engine written in Java," Jaxen is an open source XPath library written in Java. It is adaptable
to many different object models, including DOM, XOM, dom4j, and JDOM.
Is it also possible to write adapters that treat non-XML trees such as compiled
Java byte code or Java beans as XML, thus enabling you to query these trees
with XPath too."
plexus-interactivity-jline,库,库, jline module for plexus-interactivity, jline module for plexus-interactivity.
gedit-plugin-multiedit,服务,服务, gedit multiedit plugin, The gedit multiedit plugin.
java-11-openjdk-static-libs,库,库, OpenJDK 11 libraries for static linking, The OpenJDK 11 libraries for static linking.
google-noto-sans-bengali-fonts,其它,其它, Sans Bengali font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Bengali."
gnome-shell-extension-places-menu,服务,服务, Places status menu for GNOME Shell," This GNOME Shell extension add a system status menu for quickly navigating
places in the system."
ocaml-runtime,库,库, OCaml runtime environment," OCaml is a high-level, strongly-typed, functional and object-oriented
programming language from the ML family of languages.

This package contains the runtime environment needed to run OCaml
bytecode."
anolis-experimental-release,库,库, Experimental Packages for Anolis OS 8 repository configuration," This package contains the Experimental Packages for Anolis OS 8 repository
GPG key as well as configuration for yum."
kf5-kactivities,工具,工具, A KDE Frameworks 5 Tier 3 to organize user work into separate activities," A KDE Frameworks 5 Tier 3 API for using and interacting with Activities as a
consumer, application adding information to them or as an activity manager."
rsyslog-mmnormalize,库,库, Log normalization support for rsyslog, This module provides the capability to normalize log messages via liblognorm.
shared-mime-info,库,库, Shared MIME information database," This is the freedesktop.org shared MIME info database.

Many programs and desktops use the MIME system to represent the types of
files. Frequently, it is necessary to work out the correct MIME type for
a file. This is generally done by examining the file's name or contents,
and looking up the correct MIME type in a database."
texlive-finstrut,工具,工具, Adjust behaviour of the ends of footnotes," The LaTeX internal command \@finalstrut is used automatically
used at the end of footnote texts to insert a strut to avoid
mis-spacing of multiple footnotes. Unfortunately the command
can cause a blank line at the end of a footnote. The package
provides a solution to this problem."
perl-Config-Extensions,库,库, Hash lookup of which Perl core extensions were built," The Config::Extensions module provides a hash %Extensions containing all the
core extensions that were enabled for this perl."
totem,工具,工具, Movie player for GNOME," Totem is simple movie player for the GNOME desktop. It features a
simple playlist, a full-screen mode, seek and volume controls, as well as
a pretty complete keyboard navigation.

Totem is extensible through a plugin system."
virt-what,工具,工具, Detect if we are running in a virtual machine," virt-what is a shell script which can be used to detect if the program
is running in a virtual machine.

The program prints out a list of ""facts"" about the virtual machine,
derived from heuristics.  One fact is printed per line.

If nothing is printed and the script exits with code 0 (no error),
then it can mean either that the program is running on bare-metal or
the program is running inside a type of virtual machine which we don't
know about or can't detect.

Current types of virtualization detected:

 - alibaba_cloud
                Alibaba Cloud Elastic Compute Service (ECS)
 - alibaba_cloud-ebm
                Alibaba Cloud ECS Bare Metal (EBM) Instance
 - aws          Amazon Web Services
 - bhyve        FreeBSD hypervisor
 - docker       Docker container
 - hyperv       Microsoft Hyper-V
 - ibm_power-kvm
                IBM POWER KVM
 - ibm_power-lpar_shared
 - ibm_power-lpar_dedicated
                IBM POWER LPAR (hardware partition)
 - ibm_systemz-*
                IBM SystemZ Direct / LPAR / z/VM / KVM
 - ldoms        Oracle VM Server for SPARC Logical Domains
 - linux_vserver
                Linux VServer container
 - lxc          Linux LXC container
 - kvm          Linux Kernel Virtual Machine (KVM)
 - lkvm         LKVM / kvmtool
 - openvz       OpenVZ or Virtuozzo
 - ovirt        oVirt node
 - parallels    Parallels Virtual Platform
 - powervm_lx86 IBM PowerVM Lx86 Linux/x86 emulator
 - qemu         QEMU (unaccelerated)
 - rhev         Red Hat Enterprise Virtualization
 - uml          User-Mode Linux (UML)
 - virtage      Hitachi Virtualization Manager (HVM) Virtage LPAR
 - virtualbox   VirtualBox
 - virtualpc    Microsoft VirtualPC
 - vmm          vmm OpenBSD hypervisor
 - vmware       VMware
 - xen          Xen
 - xen-dom0     Xen dom0 (privileged domain)
 - xen-domU     Xen domU (paravirtualized guest domain)
 - xen-hvm      Xen guest fully virtualized (HVM)"
texlive-xstring,工具,工具, String manipulation for (La)TeX," The package provides macros for manipulating strings -- testing
a string's contents, extracting substrings, substitution of
substrings and providing numbers such as string length,
position of, or number of recurrences of, a substring. The
package works equally in Plain TeX and LaTeX (though e-TeX is
always required). The strings to be processed may contain
(expandable) macros."
bcel,库,库, Byte Code Engineering Library," The Byte Code Engineering Library (formerly known as JavaClass) is
intended to give users a convenient possibility to analyze, create, and
manipulate (binary) Java class files (those ending with .class). Classes
are represented by objects which contain all the symbolic information of
the given class: methods, fields and byte code instructions, in
particular.  Such objects can be read from an existing file, be
transformed by a program (e.g. a class loader at run-time) and dumped to
a file again. An even more interesting application is the creation of
classes from scratch at run-time. The Byte Code Engineering Library
(BCEL) may be also useful if you want to learn about the Java Virtual
Machine (JVM) and the format of Java .class files.  BCEL is already
being used successfully in several projects such as compilers,
optimizers, obsfuscators and analysis tools, the most popular probably
being the Xalan XSLT processor at Apache."
fuse-libs,库,库, File System in Userspace (FUSE) v2 libraries," Devel With FUSE it is possible to implement a fully functional filesystem in a
userspace program. This package contains the FUSE v2 libraries."
perl-Parse-PMFile,库,库, Parses .pm file as PAUSE does," The most of the code of this module is taken from the PAUSE code as of
April 2013 almost verbatim. Thus, the heart of this module should be quite
stable. However, I made it not to use pipe (""-|"") as well as I stripped
database-related code. If you encounter any issue, that's most probably
because of my modification."
pki-ca,库,工具, PKI CA Package," The Certificate Authority (CA) is a required PKI subsystem which issues,
renews, revokes, and publishes certificates as well as compiling and
publishing Certificate Revocation Lists (CRLs).

The Certificate Authority can be configured as a self-signing Certificate
Authority, where it is the root CA, or it can act as a subordinate CA,
where it obtains its own signing certificate from a public CA."
GeoIP-GeoLite-data-extra,库,库, Free GeoLite IP geolocation databases," The GeoLite databases are free IP geolocation databases. This package contains
databases that map IPv6 addresses to countries, plus IPv4 and IPv6 addresses
to cities and autonomous system numbers.

This product includes GeoLite data created by MaxMind, available from
http://www.maxmind.com/"
libnetfilter_cthelper,库,库, User-space infrastructure for connection tracking helpers," This library provides the infrastructure for the user-space helper
infrastructure available since the Linux kernel 3.6."
policycoreutils-python-utils,工具,工具, SELinux policy core python utilities," The policycoreutils-python-utils package contains the management tools use to manage
an SELinux environment."
boost-signals,库,库, Run-time component of boost signals and slots library," 
Run-time support for managed signals & slots callback implementation."
emacs-common,工具,工具, Emacs common files," Emacs is a powerful, customizable, self-documenting, modeless text
editor. Emacs contains special code editing features, a scripting
language (elisp), and the capability to read mail, news, and more
without leaving the editor.

This package contains all the common files needed by emacs, emacs-lucid
or emacs-nox."
pcp-pmda-rsyslog,服务,服务, Performance Co-Pilot (PCP) metrics for Rsyslog," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about Rsyslog."
breeze-cursor-theme,库,库, Breeze cursor theme, Breeze cursor theme.
kf5-kcoreaddons,工具,工具, KDE Frameworks 5 Tier 1 addon with various classes on top of QtCore," KCoreAddons provides classes built on top of QtCore to perform various tasks
such as manipulating mime types, autosaving files, creating backup files,
generating random sequences, performing text manipulations such as macro
replacement, accessing user information and many more."
avahi-autoipd,服务,服务,Link-local IPv4 address automatic configuration daemon (IPv4LL) ,"avahi-autoipd implements IPv4LL, ""Dynamic Configuration of IPv4
Link-Local Addresses""  (IETF RFC3927), a protocol for automatic IP address
configuration from the link-local 169.254.0.0/16 range without the need for a
central server. It is primarily intended to be used in ad-hoc networks which
lack a DHCP server. "
culmus-miriam-clm-fonts,其它,其它, Fonts for Hebrew from Culmus project," 
The culmus-fonts package contains fonts for the display of
Hebrew from the Culmus project."
libreoffice-help-nl,库,库, Dutch help for LibreOffice, Provides Dutch help for LibreOffice.
xmlgraphics-commons,库,库, XML Graphics Commons," Apache XML Graphics Commons is a library that consists of
several reusable components used by Apache Batik and
Apache FOP. Many of these components can easily be used
separately outside the domains of SVG and XSL-FO. You will
find components such as a PDF library, an RTF library,
Graphics2D implementations that let you generate PDF &
PostScript files, and much more."
perl-Safe,库,库, Compile and execute code in restricted compartments," The Safe extension module allows the creation of compartments in which Perl
code can be evaluated. Please note that the restriction is not suitable for
security purposes."
java-11-alibaba-dragonwell-javadoc-zip,库,库, Alibaba Dragonwell11 javadoc zip, Alibaba Dragonwell11 javadoc zip
perl-Archive-Tar,库,库, A module for Perl manipulation of .tar files," Archive::Tar provides an object oriented mechanism for handling tar
files.  It provides class methods for quick and easy files handling
while also allowing for the creation of tar file objects for custom
manipulation.  If you have the IO::Zlib module installed, Archive::Tar
will also support compressed or gzipped tar files."
libreoffice-help-hr,库,库, Croatian help for LibreOffice, Provides Croatian help for LibreOffice.
mercurial,工具,服务, Mercurial -- a distributed SCM," Mercurial is a fast, lightweight source control management system designed
for efficient handling of very large distributed projects.

Quick start: http://www.selenic.com/mercurial/wiki/index.cgi/QuickStart
Tutorial: http://www.selenic.com/mercurial/wiki/index.cgi/Tutorial
Extensions: http://www.selenic.com/mercurial/wiki/index.cgi/CategoryExtension"
tesseract-langpack-uzb,工具,工具, Uzbek language data for tesseract-tessdata," This package contains the fast integer version of the Uzbek language
trained models for the Tesseract Open Source OCR Engine."
texlive-ifmtarg,库,库, If-then-else command for processing potentially empty arguments, ifmtarg package
kf5-sonnet,工具,工具, KDE Frameworks 5 Tier 1 solution for spell checking, KDE Frameworks 5 Tier 1 solution for spell checking.
libmspack,库,库, Library for CAB and related files compression and decompression," The purpose of libmspack is to provide both compression and decompression of
some loosely related file formats used by Microsoft."
device-mapper-persistent-data,工具,工具,Device-mapper Persistent Data Tools ,"thin-provisioning-tools contains check,dump,restore,repair,rmap
and metadata_size tools to manage device-mapper thin provisioning
target metadata devices; cache check,dump,metadata_size,restore
and repair tools to manage device-mapper cache metadata devices
are included and era check, dump, restore and invalidate to manage
snapshot eras "
langpacks-nr,其它,其它, Southern Ndebele langpacks meta-package, This package provides Southern Ndebele langpacks meta-package.
babassl,库,库, A Brisk and Better Assured Cryptographic Toolkit," BabaSSL is a modern cryptographic and secure protocol library developed by the
 amazing people in Alibaba Digital Economy."
powermock-api-easymock,库,库, PowerMock EasyMock API module," 
PowerMock is a framework that extend other mock libraries
such as EasyMock with more powerful capabilities. PowerMock uses a
custom classloader and bytecode manipulation to enable mocking of
static methods, constructors, final classes and methods, private
methods, removal of static initializers and more.

This package contains the PowerMock EasyMock API extension."
hyphen-te,库,库, Telugu hyphenation rules, Telugu hyphenation rules.
java-1.8.0-openjdk-javadoc-zip,库,库, OpenJDK 8 API documentation compressed in a single archive, The OpenJDK 8 API documentation compressed in a single archive.
python3-configshell,库,库, A framework to implement simple but nice CLIs," A framework to implement simple but nice configuration-oriented
command-line interfaces."
libpsm2-compat,库,库,Compat library for Intel PSM ,Support for MPIs linked with PSM versions < 2 
hunspell-uk,工具,工具, Ukrainian hunspell dictionaries, Ukrainian hunspell dictionaries.
libbpf-static,库,库, Static library for libbpf development," The libbpf-static package contains static library for
developing applications that use libbpf"
libasan6,库,库, The Address Sanitizer runtime library from GCC 11," This package contains the Address Sanitizer library from GCC 11
which is used for -fsanitize=address instrumented programs."
hunspell-gu,工具,工具, Gujarati hunspell dictionaries, Gujarati hunspell dictionaries.
python38-pycparser,库,库, C parser and AST generator written in Python," pycparser is a complete parser for the C language, written in pure Python.
It is a module designed to be easily integrated into applications that
need to parse C source code."
swig,库,工具, Connects C/C++/Objective C to some high-level programming languages," Simplified Wrapper and Interface Generator (SWIG) is a software
development tool for connecting C, C++ and Objective C programs with a
variety of high-level programming languages. SWIG is used with different
types of target languages including common scripting languages such as
Javascript, Perl, PHP, Python, Tcl and Ruby. The list of supported
languages also includes non-scripting languages such as C#, D, Go language,
Java including Android, Lua, OCaml, Octave, Scilab and R. Also several
interpreted and compiled Scheme implementations (Guile, MzScheme/Racket)
are supported. SWIG is most commonly used to create high-level interpreted
or compiled programming environments, user interfaces, and as a tool for
testing and prototyping C/C++ software."
ghostscript-tools-printing,工具,工具, Ghostscript's printing utilities," This package provides utilities for formatting and printing text files using
either Ghostscript, or BubbleJet, DeskJet, DeskJet 500, and LaserJet printers.

It also provides the utility 'pphs', which is useful for printing of Primary
Hint Stream of a linearized PDF file."
gcc-toolset-11-gcc-gfortran,工具,工具, Fortran support for GCC 11," The gcc-toolset-11-gcc-gfortran package provides support for compiling Fortran
programs with the GNU Compiler Collection."
gutenprint-plugin,库,工具, GIMP plug-in for gutenprint, This package contains the gutenprint GIMP plug-in.
mingw64-win-iconv,库,库, MinGW Windows Iconv library, MinGW Windows Iconv library
grafana,服务,工具, Metrics dashboard and graph editor," Grafana is an open source, feature rich metrics dashboard and graph editor for
Graphite, InfluxDB & OpenTSDB."
gegl04,库,库, Graph based image processing framework," GEGL (Generic Graphics Library) is a graph based image processing framework.
GEGLs original design was made to scratch GIMP's itches for a new
compositing and processing core. This core is being designed to have
minimal dependencies and a simple well defined API."
hyphen-lv,库,库, Latvian hyphenation rules, Latvian hyphenation rules.
pcp-pmda-snmp,服务,服务, Performance Co-Pilot (PCP) metrics for Simple Network Management Protocol," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about SNMP."
texlive-sansmath,工具,库, Maths in a sans font," The package defines a new math version sans, and a command
\sansmath that behaves somewhat like \boldmath"
audispd-plugins,服务,服务,Plugins for the audit event dispatcher ,"The audispd-plugins package provides plugins for the real-time
interface to the audit system, audispd. These plugins can do things
like relay events to remote machines. "
python3-libuser,库,库,Python 3 bindings for the libuser library ,"The python3-libuser package contains the Python bindings for
the libuser library, which provides a Python 3 API for manipulating and
administering user and group accounts. "
