name,label,layer_pred,class_pred,summary,description
spec-version-maven-plugin,应用库,应用,工具,Spec Version Maven Plugin,"Maven Plugin to configure APIs version and
specs in a MANIFEST.MF file."
python3-speechd,应用库,系统,库,Python 3 Client API for speech-dispatcher,Python 3 module for speech-dispatcher
speech-dispatcher,应用库,系统,库,To provide a high-level device independent layer for speech synthesis,"* Common interface to different TTS engines
* Handling concurrent synthesis requests _ requests may come
  asynchronously from multiple sources within an application
  and/or from more different applications.
* Subsequent serialization, resolution of conflicts and
  priorities of incoming requests
* Context switching _ state is maintained for each client
  connection independently, event for connections from
  within one application.
* High-level client interfaces for popular programming languages
* Common sound output handling _ audio playback is handled by
  Speech Dispatcher rather than the TTS engine, since most engines
  have limited sound output capabilities."
spice-client-win-x64,应用工具,应用,服务,Spice client MSI installers for Windows clients (64 bit),Spice client MSI installers for Windows clients (64 bit)
spice-client-win-x86,应用工具,应用,服务,Spice client MSI installers for Windows clients (32 bit),Spice client MSI installers for Windows clients (32 bit)
spice-gtk,应用库,应用,服务,A GTK+ widget for SPICE clients,Client libraries for SPICE desktop servers.
spice-gtk3-vala,应用库,应用,工具,Vala bindings for the spice-gtk-3.0 library,A module allowing use of the spice-gtk-3.0 widget from vala
spice-gtk-tools,应用工具,应用,服务,Spice-gtk tools,"Simple clients for interacting with SPICE servers.
spicy is a client to a SPICE desktop server.
spicy-screenshot is a tool to capture screen-shots of a SPICE desktop."
spice-protocol,应用库,核心,工具,Spice protocol header files,"Header files describing the spice protocol
and the para-virtual graphics card QXL."
spice-qxl-wddm-dod,应用库,应用,服务,A QXL display-only driver for Windows 10 virtual machines.,"QXL is a paravirtualized display driver and a part of SPICE project.
This package provides QXL display-only driver for Windows 10 virtual machines."
spice-streaming-agent,应用库,应用,工具,SPICE streaming agent,"An agent, running on a guest, sending video streams of the X display to a
remote client (over SPICE)."
spice-vdagent,应用库,应用,服务,Agent for Spice guests,"Spice agent for Linux guests offering the following features:

Features:
* Client mouse mode (no need to grab mouse by client, no mouse lag)
  this is handled by the daemon by feeding mouse events into the kernel
  via uinput. This will only work if the active X-session is running a
  spice-vdagent process so that its resolution can be determined.
* Automatic adjustment of the X-session resolution to the client resolution
* Support of copy and paste (text and images) between the active X-session
  and the client"
spice-vdagent-win-x64,应用库,应用,服务,Spice agent MSI installers for Windows guests (64 bit),Spice agent MSI installers for Windows guests (64 bit)
spice-vdagent-win-x86,应用库,应用,服务,Spice agent MSI installers for Windows guests (32 bit),Spice agent MSI installers for Windows guests (32 bit)
spirv-tools,应用工具,系统,库,API and commands for processing SPIR-V modules,"The package includes an assembler, binary module parser,
disassembler, and validator for SPIR-V.."
splix,系统库,系统,服务,Driver for QPDL/SPL2 printers (Samsung and several Xerox printers),"This driver is usable by all printer devices which understand the QPDL
(Quick Page Description Language) also known as SPL2 (Samsung Printer Language)
language. It covers several Samsung, Xerox and Dell printers.
Splix doesn't support old SPL(1) printers."
lemon,系统库,应用,工具,A parser generator,"Lemon is an LALR(1) parser generator for C or C++. It does the same
job as bison and yacc. But lemon is not another bison or yacc
clone. It uses a different grammar syntax which is designed to reduce
the number of coding errors. Lemon also uses a more sophisticated
parsing engine that is faster than yacc and bison and which is both
reentrant and thread-safe. Furthermore, Lemon implements features
that can be used to eliminate resource leaks, making is suitable for
use in long-running programs such as graphical user interfaces or
embedded controllers."
sqlite,系统库,系统,工具,Library that implements an embeddable SQL database engine,"SQLite is a C library that implements an SQL database engine. A large
subset of SQL92 is supported. A complete database is stored in a
single disk file. The API is designed for convenience and ease of use.
Applications that link against SQLite can enjoy the power and
flexibility of an SQL database without the administrative hassles of
supporting a separate database server.  Version 2 and version 3 binaries
are named to permit each to be installed on a single host"
squashfs-tools,系统工具 ,核心,库,Utility for the creation of squashfs filesystems,"Squashfs is a highly compressed read-only filesystem for Linux.  This package
contains the utilities for manipulating squashfs filesystems."
squid,应用服务,核心,服务,The Squid proxy caching server,"Squid is a high-performance proxy caching server for Web clients,
supporting FTP, gopher, and HTTP data objects. Unlike traditional
caching software, Squid handles all requests in a single,
non-blocking, I/O-driven process. Squid keeps meta data and especially
hot objects cached in RAM, caches DNS lookups, supports non-blocking
DNS lookups, and implements negative caching of failed requests.

Squid consists of a main server program squid, a Domain Name System
lookup program (dnsserver), a program for retrieving FTP data
(ftpget), and some management and client tools."
srt,应用工具,系统,服务,Secure Reliable Transport protocol tools,"Secure Reliable Transport (SRT) is an open source transport technology that
optimizes streaming performance across unpredictable networks, such as
the Internet."
srt-libs,应用库,系统,服务,Secure Reliable Transport protocol libraries,Secure Reliable Transport protocol libraries
sscg,系统工具,应用,库,Simple SSL certificate generator,"A utility to aid in the creation of more secure ""self-signed""
certificates. The certificates created by this tool are generated in a
way so as to create a CA certificate that can be safely imported into a
client machine to trust the service certificate without needing to set
up a full PKI environment and without exposing the machine to a risk of
false signatures from the service certificate."
sshpass,系统工具,应用,工具,Non-interactive SSH authentication utility,"Tool for non-interactively performing password authentication with so called
""interactive keyboard password authentication"" of SSH. Most users should use
more secure public key authentication of SSH instead."
libsss_certmap,系统库,应用,库,SSSD Certificate Mapping Library,Library to map certificates to users based on rules
libsss_idmap,系统库,应用,库,FreeIPA Idmap library,Utility library to convert SIDs to Unix uids and gids
libsss_nss_idmap,系统库,应用,库,Library for SID and certificate based lookups,Utility library for SID and certificate based lookups
libsss_simpleifp,系统库,应用,服务,The SSSD D-Bus responder helper library,Provides library that simplifies D-Bus API for the SSSD InfoPipe responder.
sssd-ad,系统服务,应用,库,The AD back end of the SSSD,"Provides the Active Directory back end that the SSSD can utilize to fetch
identity data from and authenticate against an Active Directory server."
sssd-dbus,系统服务,应用,服务,The D-Bus responder of the SSSD,"Provides the D-Bus responder of the SSSD, called the InfoPipe, that allows
the information from the SSSD to be transmitted over the system bus."
sssd-ipa,系统服务,应用,服务,The IPA back end of the SSSD,"Provides the IPA back end that the SSSD can utilize to fetch identity data
from and authenticate against an IPA server."
sssd-krb5,系统服务,应用,服务,The Kerberos authentication back end for the SSSD,"Provides the Kerberos back end that the SSSD can utilize authenticate
against a Kerberos server."
sssd-ldap,系统服务,应用,服务,The LDAP back end of the SSSD,"Provides the LDAP back end that the SSSD can utilize to fetch identity data
from and authenticate against an LDAP server."
sssd-nfs-idmap,系统服务,应用,库,SSSD plug-in for NFSv4 rpc.idmapd,"The libnfsidmap sssd module provides a way for rpc.idmapd to call SSSD to map
UIDs/GIDs to names and vice versa. It can be also used for mapping principal
(user) name to IDs(UID or GID) or to obtain groups which user are member of."
sssd-polkit-rules,系统服务,应用,服务,Rules for polkit integration for SSSD,"Provides rules for polkit integration with SSSD. This is required
for smartcard support."
sssd-proxy,系统服务,核心,工具,The proxy back end of the SSSD,"Provides the proxy back end which can be used to wrap an existing NSS and/or
PAM modules to leverage SSSD caching."
sssd-tools,系统服务,应用,服务,Userspace tools for use with the SSSD,"Provides several administrative tools:
    * sss_debuglevel to change the debug level on the fly
    * sss_seed which pre-creates a user entry for use in kickstarts
    * sss_obfuscate for generating an obfuscated LDAP password
    * sssctl -- an sssd status and control utility"
sssd-winbind-idmap,系统服务,应用,库,SSSD's idmap_sss Backend for Winbind,"The idmap_sss module provides a way for Winbind to call SSSD to map UIDs/GIDs
and SIDs."
spax,应用工具,应用,库,Portable archive exchange,"The pax utility shall read and write archives, write lists of the members of
archive files and copy directory hierarchies as is defined in IEEE Std 1003.1."
star,应用工具,核心,库,An archiving tool with ACL support,"Star saves many files together into a single tape or disk archive,
and can restore individual files from the archive. Star supports ACL."
startdde,应用工具/桌面,系统,服务,Starter of deepin desktop environment,Starter of deepin desktop environment.
startup-notification,应用工具/桌面,应用,库,Library for tracking application startup,"This package contains libstartup-notification which implements a
startup notification protocol. Using this protocol a desktop
environment can track the launch of an application and provide
feedback such as a busy cursor, among other features."
stress-ng,应用工具,应用,库,Stress test a computer system in various ways,"Stress test a computer system in various ways. It was designed to exercise
various physical subsystems of a computer as well as the various operating
system kernel interfaces."
stunnel,应用库,系统,服务,A TLS-encrypting socket wrapper,"Stunnel is a socket wrapper which can provide TLS/SSL
(Transport Layer Security/Secure Sockets Layer) support
to ordinary applications. For example, it can be used in
conjunction with imapd to create a TLS secure IMAP server."
subscription-manager-migration-data,系统工具,应用,服务,RHN Classic to RHSM migration data,"This package provides certificates for migrating a system from
RHN Classic to RHSM."
subversion,应用库,系统,服务,A Modern Concurrent Version Control System,"Subversion is a concurrent version control system which enables one
or more users to collaborate in developing and maintaining a
hierarchy of files and directories while keeping a history of all
changes.  Subversion only stores the differences between versions,
instead of every complete file.  Subversion is intended to be a
compelling replacement for CVS."
subversion-gnome,应用库,应用,服务,GNOME Keyring support for Subversion,"The subversion-gnome package adds support for storing Subversion
passwords in the GNOME Keyring."
subversion-javahl,应用库,应用,工具,JNI bindings to the Subversion libraries,This package includes the JNI bindings to the Subversion libraries.
subversion-libs,应用库,应用,工具,Libraries for Subversion Version Control system,"The subversion-libs package includes the essential shared libraries
used by the Subversion version control tools."
subversion-perl,应用库,系统,工具,Perl bindings to the Subversion libraries,This package includes the Perl bindings to the Subversion libraries.
subversion-tools,应用工具,系统,工具,Supplementary tools for Subversion,This package includes supplementary tools for use with Subversion.
python3-subversion,应用工具,系统,工具,Python bindings for Subversion Version Control system,"The python3-subversion package includes the Python 3.x bindings to the
Subversion libraries."
sudo,系统工具,核心,服务,Allows restricted root access for specified users,"Sudo (superuser do) allows a system administrator to give certain
users (or groups of users) the ability to run some (or all) commands
as root while logging all commands and arguments. Sudo operates on a
per-command basis.  It is not a replacement for the shell.  Features
include: the ability to restrict what commands a user may run on a
per-host basis, copious logging of each command (providing a clear
audit trail of who did what), a configurable timeout of the sudo
command, and the ability to use the same configuration file (sudoers)
on many different machines."
SuperLU,应用库,系统,工具,Subroutines to solve sparse linear systems,"SuperLU contains a set of subroutines to solve a sparse linear system
A*X=B. It uses Gaussian elimination with partial pivoting (GEPP).
The columns of A may be preordered before factorization; the
preordering for sparsity is completely separate from the factorization."
supermin,应用工具,系统,工具,Tool for creating supermin appliances,"Supermin is a tool for building supermin appliances.  These are tiny
appliances (similar to virtual machines), usually around 100KB in
size, which get fully instantiated on-the-fly in a fraction of a
second when you need to boot one of them."
sushi,应用工具/桌面,应用,库,A quick previewer for Nautilus,"This is sushi, a quick previewer for Nautilus, the GNOME desktop
file manager."
switcheroo-control,应用服务,系统,服务,D-Bus service to check the availability of dual-GPU,D-Bus service to check the availability of dual-GPU.
swtpm,系统库,系统,服务,TPM Emulator,TPM emulator built on libtpms providing TPM functionality for QEMU VMs
swtpm-tools,系统库,应用,服务,Tools for the TPM emulator,Tools for the TPM emulator from the swtpm package
swtpm-tools-pkcs11,系统库,核心,服务,Tools for creating a local CA based on a TPM pkcs11 device,Tools for creating a local CA based on a pkcs11 device
syslinux-extlinux-nonlinux,核心工具,核心,服务,The parts of the EXTLINUX bootloader which aren't run from linux.,"All the EXTLINUX binaries that run from the firmware rather than
from a linux host."
syslinux-nonlinux,核心工具,核心,服务,SYSLINUX modules which aren't run from linux.,"All the SYSLINUX binaries that run from the firmware rather than from a
linux host. It also includes a tool, MEMDISK, which loads legacy operating
systems from media."
syslinux-tftpboot,核心工具,核心,服务,"SYSLINUX modules in /tftpboot, available for network booting","All the SYSLINUX/PXELINUX modules directly available for network
booting in the /tftpboot directory."
system-config-printer-libs,系统库,应用,工具,Libraries and shared code for printer administration tool,"The common code used by both the graphical and non-graphical parts of
the configuration tool."
system-config-printer-udev,系统库,应用,服务,Rules for udev for automatic configuration of USB printers,"The udev rules and helper programs for automatically configuring USB
printers."
systemd,核心服务,系统,工具,System and Service Manager,"systemd is a system and service manager that runs as PID 1 and starts
the rest of the system. It provides aggressive parallelization
capabilities, uses socket and D-Bus activation for starting services,
offers on-demand starting of daemons, keeps track of processes using
Linux control groups, maintains mount and automount points, and
implements an elaborate transactional dependency-based service control
logic. systemd supports SysV and LSB init scripts and works as a
replacement for sysvinit. Other parts of this package are a logging daemon,
utilities to control basic system configuration like the hostname,
date, locale, maintain a list of logged-in users, system accounts,
runtime directories and settings, and daemons to manage simple network
configuration, network time synchronization, log forwarding, and name
resolution."
systemd-container,核心工具,应用,服务,Tools for containers and VMs,"Systemd tools to spawn and manage containers and virtual machines.

This package contains systemd-nspawn, machinectl, systemd-machined,
and systemd-importd."
systemd-journal-remote,核心工具,系统,服务,Tools to send journal events over the network,"Programs to forward journal entries over the network, using encrypted HTTP,
and to write journal files from serialized journal contents.

This package contains systemd-journal-gatewayd,
systemd-journal-remote, and systemd-journal-upload."
systemd-libs,核心库,核心,工具,systemd libraries,Libraries for systemd and udev.
systemd-pam,核心服务,核心,服务,systemd PAM module,Systemd PAM module registers the session with systemd-logind.
systemd-udev,核心服务,系统,其它,Rule-based device node and kernel event manager,"This package contains systemd-udev and the rules and hardware database
needed to manage device nodes. This package is necessary on physical
machines and in virtual machines, but not in containers."
system-lsb-cxx,基础环境,核心,库,LSB CXX module support,"The Linux Standard Base (LSB) CXX module supports the core interfaces by
providing system interfaces, libraries, and a runtime environment for
applications built using the C++ programming language. These interfaces
provide low-level support for the core constructs of the language, and
implement the standard base C++ libraries."
system-lsb-languages,基础环境,核心,库,LSB Languages module support,"The Linux Standard Base (LSB) Languages module supports components for runtime
languages which are found on an LSB conforming system."
system-lsb-submod-multimedia,基础环境,系统,库,LSB Multimedia submodule support,"The Linux Standard Base (LSB) Multimedia submodule specifications define
components that are required to be present on an LSB conforming system."
system-storage-manager,系统工具,核心,工具,A single tool to manage your storage,"System Storage Manager provides an easy to use command line interface to manage
your storage using various technologies like lvm, btrfs, encrypted volumes and
more.

In more sophisticated enterprise storage environments, management with Device
Mapper (dm), Logical Volume Manager (LVM), or Multiple Devices (md) is becoming
increasingly more difficult.  With file systems added to the mix, the number of
tools needed to configure and manage storage has grown so large that it is
simply not user friendly.  With so many options for a system administrator to
consider, the opportunity for errors and problems is large.

The btrfs administration tools have shown us that storage management can be
simplified, and we are working to bring that ease of use to Linux file systems
in general.

You should install the ssm if you need to manage your storage with various
technologies via a single unified interface."
systemtap-client,系统工具,核心,服务,Programmable system-wide instrumentation system - client,"This package contains/requires the components needed to develop
systemtap scripts, and compile them using a local systemtap-devel
or a remote systemtap-server installation, then run them using a
local or remote systemtap-runtime.  It includes script samples and
documentation, and a copy of the tapset library for reference."
systemtap-exporter,系统工具,系统,服务,Systemtap-prometheus interoperation mechanism,"This package includes files for a systemd service that manages
systemtap sessions and relays prometheus metrics from the sessions
to remote requesters on demand."
systemtap-initscript,系统工具,系统,服务,Systemtap Initscripts,"This package includes a SysVinit script to launch selected systemtap
scripts at system startup, along with a dracut module for early
boot-time probing if supported."
systemtap-runtime,系统工具,应用,工具,Programmable system-wide instrumentation system - runtime,"SystemTap runtime contains the components needed to execute
a systemtap script that was already compiled into a module
using a local or remote systemtap-devel installation."
systemtap-runtime-java,系统工具,核心,工具,Systemtap Java Runtime Support,"This package includes support files needed to run systemtap scripts
that probe Java processes running on the OpenJDK runtimes using Byteman."
systemtap-runtime-virtguest,系统工具,核心,工具,Systemtap Cross-VM Instrumentation - guest,"This package installs the services necessary on a virtual machine for a
systemtap-runtime-virthost machine to execute systemtap scripts."
systemtap-runtime-virthost,系统工具,系统,服务,Systemtap Cross-VM Instrumentation - host,"This package includes the components required to run systemtap scripts
inside a libvirt-managed domain from the host without using a network
connection."
systemtap-server,系统工具,核心,服务,Instrumentation System Server,"This is the remote script compilation server component of systemtap.
It announces itself to nearby clients with avahi (if available), and
compiles systemtap scripts to kernel objects on their demand."
tar,应用工具,核心,工具,A GNU file archiving program,"The GNU tar program saves many files together in one archive and can
restore individual files (or all of the files) from that archive. Tar
can also be used to add supplemental files to an archive and to update
or list files in the archive. Tar includes multivolume support,
automatic archive compression/decompression, the ability to perform
remote archives, and the ability to perform incremental and full
backups.

If you want to use tar for remote backups, you also need to install
the rmt package on the remote box."
targetcli,系统工具,系统,服务,An administration shell for storage targets,"An administration shell for configuring iSCSI, FCoE, and other
SCSI targets, using the TCM/LIO kernel target subsystem. FCoE
users will also need to install and use fcoe-utils."
tbb,系统库,应用,库,The Threading Building Blocks library abstracts low-level threading details,"Threading Building Blocks (TBB) is a C++ runtime library that
abstracts the low-level threading details necessary for optimal
multi-core performance.  It uses common C++ templates and coding style
to eliminate tedious threading implementation work.

TBB requires fewer lines of code to achieve parallelism than other
threading models.  The applications you write are portable across
platforms.  Since the library is also inherently scalable, no code
maintenance is required as more processor cores become available."
tboot,系统服务,系统,工具,Performs a verified launch using Intel TXT,"Trusted Boot (tboot) is an open source, pre-kernel/VMM module that uses
Intel Trusted Execution Technology (Intel TXT) to perform a measured
and verified launch of an OS kernel/VMM."
tcl,系统库/编程语言,应用,库,"Tool Command Language, pronounced tickle","The Tcl (Tool Command Language) provides a powerful platform for
creating integration applications that tie together diverse
applications, protocols, devices, and frameworks. When paired with the
Tk toolkit, Tcl provides a fastest and powerful way to create
cross-platform GUI applications.  Tcl can also be used for a variety
of web-related tasks and for creating powerful command languages for
applications."
tcpdump,系统工具,系统,服务,A network traffic monitoring tool,"Tcpdump is a command-line tool for monitoring network traffic.
Tcpdump can capture and display the packet headers on a particular
network interface or on all interfaces.  Tcpdump can display all of
the packet headers, or just the ones that match particular criteria.

Install tcpdump if you need a program to monitor network traffic."
tcsh,应用工具,核心,工具,"An enhanced version of csh, the C shell","Tcsh is an enhanced but completely compatible version of csh, the C shell. Tcsh
is a command language interpreter which can be used both as an interactive login
shell and as a shell script command processor. Tcsh includes a command line
editor, programmable word completion, spelling correction, a history mechanism,
job control and a C language like syntax."
teckit,应用工具,应用,库,Conversion library and mapping compiler,"TECkit is a low-level toolkit intended to be used by other
applications that need to perform encoding conversions (e.g., when
importing legacy data into a Unicode-based application). The
primary component of the TECkit package is therefore a library that
performs conversions; this is the ""TECkit engine"". The engine
relies on mapping tables in a specific binary format (for which
documentation is available); there is a compiler that creates such
tables from a human-readable mapping description (a simple text file)."
tengine,应用服务,应用,工具,A distribution of Nginx with some advanced features,"Tengine is a web server originated by Taobao. It is based on the Nginx
HTTP server and has many advanced features."
texi2html,应用工具,系统,工具,A highly customizable texinfo to HTML and other formats translator,"The basic purpose of texi2html is to convert Texinfo documents into HTML,
and other formats.  Configuration files written in perl provide fine degree
of control over the final output, allowing most every aspect of the final
output not specified in the Texinfo input file to be specified."
texinfo-tex,系统工具,核心,工具,Tools for formatting Texinfo documentation files using TeX,"Texinfo is a documentation system that can produce both online
information and printed output from a single source file. The GNU
Project uses the Texinfo file format for most of its documentation.

The texinfo-tex package provides tools to format Texinfo documents
for printing using TeX."
texlive-bidi,应用工具,核心,工具,Support for bidirectional typesetting in plain TeX and LaTeX,"A convenient interface for typesetting bidirectional texts with
plain TeX and LaTeX. The package includes adaptations for use
with many other commonly-used packages."
texlive-collection-fontsrecommended,应用工具,其它,工具,Recommended fonts,"Recommended fonts, including the base 35 PostScript fonts,
Latin Modern, TeX Gyre, and T1 and other encoding support for
Computer Modern, in outline form."
texlive-dvipng,应用工具,系统,工具,A fast DVI to PNG/GIF converter,"This program makes PNG and/or GIF graphics from DVI files as
obtained from TeX and its relatives. Its benefits include: -
Speed. It offers very fast rendering of DVI as bitmap files,
which makes it suitable for generating large amounts of images
on-the-fly, as needed in preview-latex, WeBWorK and others; -
It does not read the postamble, so it can be started before TeX
finishes. There is a --follow switch that makes dvipng wait at
end-of-file for further output, unless it finds the POST marker
that indicates the end of the DVI; - Interactive query of
options. dvipng can read options interactively through stdin,
and all options are usable. It is even possible to change the
input file through this interface. - Support for PK, VF,
PostScript Type1, and TrueType fonts, colour specials, and
inclusion of PostScript, PNG, JPEG or GIF images."
texlive-dvips,应用工具,系统,工具,A DVI to PostScript driver,"This package has been withdrawn from CTAN, and bundled into the
distributions' package sets. The current sources of dvips may
be found in the distribution of dvipsk which forms part of the
TeX-live sources."
texlive-epstopdf,应用工具,系统,工具,Convert EPS to 'encapsulated' PDF using Ghostscript,"Epstopdf is a Perl script that converts an EPS file to an
'encapsulated' PDF file (a single page file whose media box is
the same as the original EPS's bounding box). The resulting
file suitable for inclusion by PDFTeX as an image. The script
is adapted to run both on Windows and on Unix-alike systems.
The script makes use of Ghostscript for the actual conversion
to PDF. It assumes Ghostscript version 6.51 or later, and (by
default) suppresses its automatic rotation of pages where most
of the text is not horizontal. LaTeX users may make use of the
epstopdf package, which will run the epstopdf script ""on the
fly"", thus giving the illusion that PDFLaTeX is accepting EPS
graphic files."
texlive-fontspec,应用工具,核心,工具,Advanced font selection in XeLaTeX and LuaLaTeX,"Fontspec is a package for XeLaTeX and LuaLaTeX. It provides an
automatic and unified interface to feature-rich AAT and
OpenType fonts through the NFSS in LaTeX running on XeTeX or
LuaTeX engines. The package requires the l3kernel and xparse
bundles from the LaTeX 3 development team."
texlive-kpathsea,应用工具,系统,工具,Path searching library for TeX-related files,"Kpathsea is a library and utility programs which provide path
searching facilities for TeX file types, including the self-
locating feature required for movable installations, layered on
top of a general search mechanism. It is not distributed
separately, but rather is released and maintained as part of
the TeX live sources."
texlive-lib,应用工具,系统,库,Shared libraries for TeX-related files,TeX specific shared libraries.
texlive-makeindex,应用工具,系统,工具,Process index output to produce typesettable code,"A general purpose hierarchical index generator; it accepts one
or more input files (often produced by a text formatter such as
TeX or troff), sorts the entries, and produces an output file
which can be formatted. The formats of the input and output
files are specified in a style file; by default, input is
assumed to be an .idx file, as generated by LaTeX."
texlive-mptopdf,应用工具,系统,工具,"mpost to PDF, native MetaPost graphics inclusion","The mptopdf script does standalone conversion from mpost to
PDF, using the supp-* and syst-* files.  They also allow native
MetaPost graphics inclusion in LaTeX (via pdftex.def) and
ConTeXt.  They can be used independently of the rest of
ConTeXt, yet are maintained as part of it.  So in TeX Live we
pull them out to this separate package for the benefit of LaTeX
users who do not install the rest of ConTeXt.  This can be
found on CTAN in macros/pdftex/graphics."
texlive-oberdiek,应用工具,核心,工具,A bundle of packages submitted by Heiko Oberdiek,"The bundle comprises packages to provide: - accsupp: better
accessibility support for PDF files; - aliascnt: 'alias
counters'; - alphalph: multiple-alphabetic counting
(a...z,aa...zz,... -- up to the full extent of a TeX counter);
- askinclude: replaces \includeonly by an interactive user
interface; - atbegshi: a modern reimplementation of package
everyshi; - atenddvi: provides \AtEndDvi command; -
attachfile2: attach files to PDF files; - atveryend: hooks the
very end of a document; - auxhook: stick stuff at the start of
the .aux file; - bigintcalc: expandable arithmetic operations
with big integers that can exceed TeX's number limits; -
bitset: defines and implements the data type bit set, a vector
of bits; - bmpsize: get bitmap size and resolution data; -
bookmark: alternative bookmark (outline) organization for
package hyperref; - catchfile: collects the contents of a file
and puts it in a macro; - centernot: a horizontally-centred
\not symbol; - chemarr: extensible chemists' reaction arrows; -
classlist: record information about document class(es) used; -
colonequals: poor man's mathematical relation symbols; -
dvipscol: dvips colour stack management; - embedfile: embed
files in PDF documents; - engord: define counter-printing
operations producing English ordinals; - eolgrab: collect
arguments delimited by end of line; - epstopdf: conversion with
epstopdf on the fly; - etexcmds: adds a prefix to eTeX's
commands, to avoid conflicts with existing macros; - flags:
setting and clearing flags in bit fields and converting the bit
field into a decimal number; - gettitlestring: clean up the
string containing the title of a section, etc.; - grfext:
macros for adding and reordering the list of graphics file
extensions recognised by the graphics package; - grffile:
extend file name processing in the graphics bundle; - hosub:
build collections of packages; - holtxdoc: extra documentation
macros; - hologo: bookmark-enabled logos; - hopatch: safely
apply package patches; - hycolor: implements the color option
stuff that is used by packages hyperref and bookmark; -
hypbmsec: bookmarks in sectioning commands; - hypcap: anjusting
anchors of captions; - hypdestopt: optimising hyperref's pdftex
driver destinations; - hypdoc: hyper-references in the LaTeX
standard doc package; - hypgotoe: experimental package for
links to embedded files; - hyphsubst: substitute hyphenation
patterns; - ifdraft: switch for option draft; - iflang:
provides expandable checks for the current language; -
ifluatex: looks for LuaTeX regardless of its mode and provides
the switch \ifluatex; - ifpdf: provides the ifpdf switch; -
ifvtex: provides the \ifvtex switch; - infwarerr: provides a
complete set of macros for informations, warnings and error
messages with support for plain TeX; - inputenx: enhanced
handling of input encoding; - intcalc: provides expandable
arithmetic operations with integers; - kvdefinekeys: define
key-value keys in the same manner as keyval; - kvoptions: use
package options in key value format ; - kvsetkeys: a variant of
the \setkeys command; - letltxmacro: Let assignment for LaTeX
macros; - listingsutf8: (partially) extends the listings
package to UTF-8 encoding; - ltxcmds: exports some utility
macros from the LaTeX kernel into a separate namespace and also
provides them for other formats such as plain-TeX; - luacolor:
implements colour support based on LuaTeX's node attributes; -
luatex: utilises new and extended features and resources that
LuaTeX provides; - magicnum: allows to access magic numbers by
a hierarchical name system; - makerobust: make a command
robust; - pagegrid: prints a page grid in the background; -
pagesel: select pages of a document for output; - pdfcolfoot:
using pdftex's color stack for footnotes; - pdfcol: macros for
setting and maintaining new color stacks; - pdfcolmk: PDFTeX
COLour MarK -- fake a PDFTeX colour stack using marks (not
needed for PDFTeX 1.40.0 and later); - pdfcolparallel: fixes
colour problems in package parallel; - pdfcolparcolumns: fixes
colour problems in package parcolumns; - pdfcrypt: setting PDF
encryption; - pdfescape: pdfTeX's escape features using TeX or
e-TeX; - pdflscape: landscape pages in PDF; - pdfrender:
control PDF rendering modes; - pdftexcmds: provide PDFTeX
primitives missing in LuaTeX; - picture: dimens for picture
macros; - pmboxdraw: poor man's box drawing characters; -
protecteddef: define a command that protected against
expansion; - refcount: using the numeric values of references;
- rerunfilecheck: checksum based rerun checks on auxiliary
files; - resizegather: automatically resize overly large
equations; - rotchiffre: performs simple rotation cyphers; -
scrindex: redefines environment 'theindex' of package 'index',
if a class from KOMA-Script is loaded; - selinput: select the
input encoding by specifying pairs of input characters and
their glyph names; - setouterhbox: set \hbox in outer
horizontal mode; - settobox: getting box sizes; - soulutf8:
extends package soul and adds some support for UTF-8; -
stackrel: extensions of the \stackrel command; - stampinclude:
selects the files for \include by inspecting the timestamp of
the .aux file(s); - stringenc: provides \StringEncodingConvert
for converting a string between different encodings; -
tabularht: tabulars with height specification; - tabularkv: key
value interface for tabular parameters; - telprint: print
German telephone numbers; - thepdfnumber: canonical numbers for
use in PDF files and elsewhere; - transparent: using a color
stack for transparency with pdftex; - twoopt: commands with two
optional arguments; - uniquecounter: provides unlimited unique
counter; - zref: a proposed new reference system. Each of the
packages is represented by two files, a .dtx (documented
source) and a PDF file; the .ins file necessary for
installation is extracted by running the .dtx file with Plain
TeX."
texlive-pdftex,应用工具,系统,工具,A TeX extension for direct creation of PDF,"An extension of TeX which can be configured to directly
generate PDF documents instead of DVI. All current free TeX
distributionsm including TeX live, MacTeX and MiKTeX include
pdfTeX (Plain TeX) and pdfLaTeX (LaTeX). ConTeXt was designed
around use of pdfTeX (though it is now migrating towards
LuaTeX)."
texlive-tetex,应用工具,系统,工具,scripts and files originally written for or included in teTeX,"teTeX was a comprehensive distribution of TeX, LaTeX and
family, designed for ease of compilation, installation and
customisation. In 2006, Thomas Esser announced he would no
longer be able to support, or to produce new versions of,
teTeX. With the appearance of TeX live 2007 (whose Unix-system
TeX support originally derived from teTeX), no-one should be
using teTeX at all, in new applications. One of the ""schemes""
available when installing TeX live provides a configuration
very close to that of the old teTeX, but using modern versions
of programs and packages."
