name,label,text,summary,description
sharutils,应用," The GNU shar utilities for packaging and unpackaging shell archives  The sharutils package contains the GNU shar utilities, a set of tools for encoding and decoding packages of files (in binary or text format) in a special plain text format called shell archives (shar).  This format can be sent through e-mail (which can be problematic for regular binary files).  The shar utility supports a wide range of capabilities (compressing, uuencoding, splitting long files for multi-part mailings, providing check-sums), which make it very flexible at creating shar files.  After the files have been sent, the unshar tool scans mail messages looking for shar files.  Unshar automatically strips off mail headers and introductory text and then unpacks the shar files.", The GNU shar utilities for packaging and unpackaging shell archives," The sharutils package contains the GNU shar utilities, a set of tools for
encoding and decoding packages of files (in binary or text format) in
a special plain text format called shell archives (shar).  This format can be
sent through e-mail (which can be problematic for regular binary files).  The
shar utility supports a wide range of capabilities (compressing, uuencoding,
splitting long files for multi-part mailings, providing check-sums), which
make it very flexible at creating shar files.  After the files have been sent,
the unshar tool scans mail messages looking for shar files.  Unshar
automatically strips off mail headers and introductory text and then unpacks
the shar files."
shim-ia32,核心,First-stage UEFI bootloader  Initial UEFI bootloader that handles chaining to a trusted full bootloader under secure boot environments. This package contains the version signed by the UEFI signing service. ,First-stage UEFI bootloader ,"Initial UEFI bootloader that handles chaining to a trusted full
bootloader under secure boot environments. This package contains the
version signed by the UEFI signing service. "
shim-x64,核心,First-stage UEFI bootloader  Initial UEFI bootloader that handles chaining to a trusted full bootloader under secure boot environments. This package contains the version signed by the UEFI signing service. ,First-stage UEFI bootloader ,"Initial UEFI bootloader that handles chaining to a trusted full
bootloader under secure boot environments. This package contains the
version signed by the UEFI signing service. "
sil-abyssinica-fonts,其它," SIL Abyssinica fonts  SIL Abyssinica is a Unicode typeface family containing glyphs for the Ethiopic script.  The Ethiopic script is used for writing many of the languages of Ethiopia and Eritrea. Abyssinica SIL supports all Ethiopic characters which are in Unicode including the Unicode 4.1 extensions. Some languages of Ethiopia are not yet able to be fully represented in Unicode and, where necessary, we have included non-Unicode characters in the Private Use Area (see Private-use (PUA) characters supported by Abyssinica SIL).  Abyssinica SIL is based on Ethiopic calligraphic traditions. This release is a regular typeface, with no bold or italic version available or planned.", SIL Abyssinica fonts," SIL Abyssinica is a Unicode typeface family containing glyphs for the
Ethiopic script.

The Ethiopic script is used for writing many of the languages of Ethiopia and
Eritrea. Abyssinica SIL supports all Ethiopic characters which are in Unicode
including the Unicode 4.1 extensions. Some languages of Ethiopia are not yet
able to be fully represented in Unicode and, where necessary, we have included
non-Unicode characters in the Private Use Area (see Private-use (PUA)
characters supported by Abyssinica SIL).

Abyssinica SIL is based on Ethiopic calligraphic traditions. This release is
a regular typeface, with no bold or italic version available or planned."
sil-nuosu-fonts,其它," The Nuosu SIL Font  The Nuosu SIL Font is a single Unicode font for the standardized Yi script used by a large ethnic group in southwestern China. Until this version, the font was called SIL Yi.", The Nuosu SIL Font," The Nuosu SIL Font is a single Unicode font for the standardized Yi script
used by a large ethnic group in southwestern China.
Until this version, the font was called SIL Yi."
sil-padauk-fonts,其它, A font for Burmese and the Myanmar script   Padauk is a pan Burma font designed to support all Myanmar script based languages. It covers all of the Unicode Myanmar script blocks and works on all OpenType and Graphite based systems., A font for Burmese and the Myanmar script," 
Padauk is a pan Burma font designed to support all Myanmar script based
languages. It covers all of the Unicode Myanmar script blocks and works
on all OpenType and Graphite based systems."
sil-scheherazade-fonts,其它," An Arabic script unicode font  Scheherazade, named after the heroine of the classic Arabian Nights tale, is designed in a similar style to traditional typefaces such as Monotype Naskh, extended to cover the full Unicode Arabic repertoire.", An Arabic script unicode font," Scheherazade, named after the heroine of the classic Arabian Nights tale, is
designed in a similar style to traditional typefaces such as Monotype Naskh,
extended to cover the full Unicode Arabic repertoire."
python3-pyqt5-sip,应用, SIP - Python 3/C++ Bindings Generator for pyqt5  This is the Python 3 build of pyqt5-SIP., SIP - Python 3/C++ Bindings Generator for pyqt5, This is the Python 3 build of pyqt5-SIP.
python3-wx-siplib,应用," SIP - Python 3/C++ Bindings Generator for wx  This is the Python 3 build of wx-siplib.   SIP is a tool for generating bindings for C++ classes so that they can be accessed as normal Python classes. SIP takes many of its ideas from SWIG but, because it is specifically designed for C++ and Python, is able to generate tighter bindings. SIP is so called because it is a small SWIG.  SIP was originally designed to generate Python bindings for KDE and so has explicit support for the signal slot mechanism used by the Qt/KDE class libraries. However, SIP can be used to generate Python bindings for any C++ class library.", SIP - Python 3/C++ Bindings Generator for wx," This is the Python 3 build of wx-siplib.


SIP is a tool for generating bindings for C++ classes so that they can be
accessed as normal Python classes. SIP takes many of its ideas from SWIG but,
because it is specifically designed for C++ and Python, is able to generate
tighter bindings. SIP is so called because it is a small SWIG.

SIP was originally designed to generate Python bindings for KDE and so has
explicit support for the signal slot mechanism used by the Qt/KDE class
libraries. However, SIP can be used to generate Python bindings for any C++
class library."
sip,应用," SIP - Python/C++ Bindings Generator  SIP is a tool for generating bindings for C++ classes so that they can be accessed as normal Python classes. SIP takes many of its ideas from SWIG but, because it is specifically designed for C++ and Python, is able to generate tighter bindings. SIP is so called because it is a small SWIG.  SIP was originally designed to generate Python bindings for KDE and so has explicit support for the signal slot mechanism used by the Qt/KDE class libraries. However, SIP can be used to generate Python bindings for any C++ class library.", SIP - Python/C++ Bindings Generator," SIP is a tool for generating bindings for C++ classes so that they can be
accessed as normal Python classes. SIP takes many of its ideas from SWIG but,
because it is specifically designed for C++ and Python, is able to generate
tighter bindings. SIP is so called because it is a small SWIG.

SIP was originally designed to generate Python bindings for KDE and so has
explicit support for the signal slot mechanism used by the Qt/KDE class
libraries. However, SIP can be used to generate Python bindings for any C++
class library."
sisu-inject,应用, Sisu inject  This package contains Sisu inject., Sisu inject, This package contains Sisu inject.
sisu-plexus,应用, Sisu Plexus  This package contains Sisu Plexus., Sisu Plexus, This package contains Sisu Plexus.
sisu-javadoc,应用, API documentation for Sisu  This package contains API documentation for Sisu., API documentation for Sisu, This package contains API documentation for Sisu.
sisu,应用, Eclipse dependency injection framework  Java dependency injection framework with backward support for plexus and bean style dependency injection., Eclipse dependency injection framework," Java dependency injection framework with backward support for plexus and bean
style dependency injection."
sisu-mojos,应用, Sisu plugin for Apache Maven  The Sisu Plugin for Maven provides mojos to generate META-INF/sisu/javax.inject.Named index files for the Sisu container., Sisu plugin for Apache Maven," The Sisu Plugin for Maven provides mojos to generate
META-INF/sisu/javax.inject.Named index files for the Sisu container."
sisu-mojos-javadoc,应用, API documentation for sisu-mojos  This package contains API documentation for sisu-mojos., API documentation for sisu-mojos, This package contains API documentation for sisu-mojos.
si-units,应用, International System of Units (JSR 363)  A library of SI quantities and unit types (JSR 363)., International System of Units (JSR 363), A library of SI quantities and unit types (JSR 363).
si-units-javadoc,应用, Javadoc for the library of SI quantities and unit types  This package contains documentation for the International System of Units - a library of SI quantities and unit types (JSR 363)., Javadoc for the library of SI quantities and unit types," This package contains documentation for the International System
of Units - a library of SI quantities and unit types (JSR 363)."
skkdic,应用," Dictionaries for SKK (Simple Kana-Kanji conversion program)  This package includes the SKK dictionaries, including the large dictionary SKK-JISYO.L and pubdic+ dictionary.", Dictionaries for SKK (Simple Kana-Kanji conversion program)," This package includes the SKK dictionaries, including the large dictionary
SKK-JISYO.L and pubdic+ dictionary."
containers-common,应用, Configuration files for working with image signatures  This package installs a default signature store configuration and a default policy under `/etc/containers/`., Configuration files for working with image signatures," This package installs a default signature store configuration and a default
policy under `/etc/containers/`."
skopeo,应用, Inspect container images and repositories on registries  Command line utility to inspect images and repositories directly on Docker registries without the need to pull them, Inspect container images and repositories on registries," Command line utility to inspect images and repositories directly on Docker
registries without the need to pull them"
slang,应用," The shared library for the S-Lang extension language  S-Lang is an interpreted language and a programming library.  The S-Lang language was designed so that it can be easily embedded into a program to provide the program with a powerful extension language. The S-Lang library, provided in this package, provides the S-Lang extension language.  S-Lang's syntax resembles C, which makes it easy to recode S-Lang procedures in C if you need to.", The shared library for the S-Lang extension language," S-Lang is an interpreted language and a programming library.  The
S-Lang language was designed so that it can be easily embedded into
a program to provide the program with a powerful extension language.
The S-Lang library, provided in this package, provides the S-Lang
extension language.  S-Lang's syntax resembles C, which makes it easy
to recode S-Lang procedures in C if you need to."
slapi-nis,应用," NIS Server and Schema Compatibility plugins for Directory Server  This package provides two plugins for Red Hat and 389 Directory Server.  The NIS Server plugin allows the directory server to act as a NIS server for clients, dynamically generating and updating NIS maps according to its configuration and the contents of the DIT, and serving the results to clients using the NIS protocol as if it were an ordinary NIS server.  The Schema Compatibility plugin allows the directory server to provide an alternate view of entries stored in part of the DIT, optionally adding, dropping, or renaming attribute values, and optionally retrieving values for attributes from multiple entries in the tree.", NIS Server and Schema Compatibility plugins for Directory Server," This package provides two plugins for Red Hat and 389 Directory Server.

The NIS Server plugin allows the directory server to act as a NIS server
for clients, dynamically generating and updating NIS maps according to
its configuration and the contents of the DIT, and serving the results to
clients using the NIS protocol as if it were an ordinary NIS server.

The Schema Compatibility plugin allows the directory server to provide an
alternate view of entries stored in part of the DIT, optionally adding,
dropping, or renaming attribute values, and optionally retrieving values
for attributes from multiple entries in the tree."
jcl-over-slf4j,应用, JCL 1.1.1 implemented over SLF4J  JCL 1.1.1 implemented over SLF4J., JCL 1.1.1 implemented over SLF4J, JCL 1.1.1 implemented over SLF4J.
slf4j,应用," Simple Logging Facade for Java  The Simple Logging Facade for Java or (SLF4J) is intended to serve as a simple facade for various logging APIs allowing to the end-user to plug in the desired implementation at deployment time. SLF4J also allows for a gradual migration path away from Jakarta Commons Logging (JCL).  Logging API implementations can either choose to implement the SLF4J interfaces directly, e.g. NLOG4J or SimpleLogger. Alternatively, it is possible (and rather easy) to write SLF4J adapters for the given API implementation, e.g. Log4jLoggerAdapter or JDK14LoggerAdapter..", Simple Logging Facade for Java," The Simple Logging Facade for Java or (SLF4J) is intended to serve
as a simple facade for various logging APIs allowing to the end-user
to plug in the desired implementation at deployment time. SLF4J also
allows for a gradual migration path away from
Jakarta Commons Logging (JCL).

Logging API implementations can either choose to implement the
SLF4J interfaces directly, e.g. NLOG4J or SimpleLogger. Alternatively,
it is possible (and rather easy) to write SLF4J adapters for the given
API implementation, e.g. Log4jLoggerAdapter or JDK14LoggerAdapter.."
slf4j-jdk14,应用, SLF4J JDK14 Binding  SLF4J JDK14 Binding., SLF4J JDK14 Binding, SLF4J JDK14 Binding.
jul-to-slf4j,应用, JUL to SLF4J bridge  JUL to SLF4J bridge., JUL to SLF4J bridge, JUL to SLF4J bridge.
log4j-over-slf4j,应用, Log4j implemented over SLF4J  Log4j implemented over SLF4J., Log4j implemented over SLF4J, Log4j implemented over SLF4J.
slf4j-ext,应用, SLF4J Extensions Module  Extensions to the SLF4J API., SLF4J Extensions Module, Extensions to the SLF4J API.
slf4j-javadoc,应用, API documentation for slf4j  This package provides API documentation for slf4j., API documentation for slf4j, This package provides API documentation for slf4j.
slf4j-jcl,应用, SLF4J JCL Binding  SLF4J JCL Binding., SLF4J JCL Binding, SLF4J JCL Binding.
slf4j-log4j12,应用, SLF4J LOG4J-12 Binding  SLF4J LOG4J-12 Binding., SLF4J LOG4J-12 Binding, SLF4J LOG4J-12 Binding.
slf4j-sources,应用, SLF4J Source JARs  SLF4J Source JARs., SLF4J Source JARs, SLF4J Source JARs.
slirp4netns,系统," slirp for network namespaces  slirp for network namespaces, without copying buffers across the namespaces.", slirp for network namespaces," slirp for network namespaces, without copying buffers across the namespaces."
smartmontools,系统,"Tools for monitoring SMART capable hard disks  The smartmontools package contains two utility programs (smartctl and smartd) to control and monitor storage systems using the Self- Monitoring, Analysis and Reporting Technology System (SMART) built into most modern ATA and SCSI hard disks. In many cases, these utilities will provide advanced warning of disk degradation and failure. ",Tools for monitoring SMART capable hard disks ,"The smartmontools package contains two utility programs (smartctl
and smartd) to control and monitor storage systems using the Self-
Monitoring, Analysis and Reporting Technology System (SMART) built
into most modern ATA and SCSI hard disks. In many cases, these
utilities will provide advanced warning of disk degradation and
failure. "
smc-anjalioldlipi-fonts,其它, Open Type Fonts for Malayalam script  The Anjali OldLipi package contains fonts for the display of traditional Malayalam Scripts., Open Type Fonts for Malayalam script," The Anjali OldLipi package contains fonts for the display of
traditional Malayalam Scripts."
smc-dyuthi-fonts,其它, Open Type Fonts for Malayalam script  The Dyuthi font package contains fonts for the display of traditional Malayalam Scripts., Open Type Fonts for Malayalam script," The Dyuthi font package contains fonts for the display of
traditional Malayalam Scripts."
smc-fonts-common,其它, Common files for smc-fonts   The SMC Fonts package contains fonts for the display of traditional and new Malayalam Script., Common files for smc-fonts," 
The SMC Fonts package contains fonts for the display of
traditional and new Malayalam Script."
smc-kalyani-fonts,其它, Open Type Fonts for Malayalam script  The Kalyani font package contains fonts for the display of new Malayalam Scripts., Open Type Fonts for Malayalam script," The Kalyani font package contains fonts for the display of
new Malayalam Scripts."
smc-meera-fonts,其它, Open Type Fonts for Malayalam script  The Meera font package contains fonts for the display of traditional Malayalam Scripts., Open Type Fonts for Malayalam script," The Meera font package contains fonts for the display of
traditional Malayalam Scripts."
smc-rachana-fonts,其它, Open Type Fonts for Malayalam script  The Rachana font package contains fonts for the display of traditional Malayalam Scripts., Open Type Fonts for Malayalam script," The Rachana font package contains fonts for the display of
traditional Malayalam Scripts."
smc-raghumalayalam-fonts,其它, Open Type Fonts for Malayalam script  The SMC Malayalam fonts package contains fonts for the display of new Malayalam Scripts., Open Type Fonts for Malayalam script," The SMC Malayalam fonts package contains fonts for the display of
new Malayalam Scripts."
smc-suruma-fonts,其它, Open Type Fonts for Malayalam script  The Suruma font package contains fonts for the display of traditional Malayalam Scripts., Open Type Fonts for Malayalam script," The Suruma font package contains fonts for the display of
traditional Malayalam Scripts."
smc-tools,系统,Shared Memory Communication Tools  The Shared Memory Communication Tools (smc-tools) package enables usage of SMC sockets in Linux. ,Shared Memory Communication Tools ,"The Shared Memory Communication Tools (smc-tools) package enables usage of SMC
sockets in Linux. "
snappy,应用," Fast compression and decompression library  Snappy is a compression/decompression library. It does not aim for maximum compression, or compatibility with any other compression library; instead, it aims for very high speeds and reasonable compression. For instance, compared to the fastest mode of zlib, Snappy is an order of magnitude faster for most inputs, but the resulting compressed files are anywhere from 20% to 100% bigger.", Fast compression and decompression library," Snappy is a compression/decompression library. It does not aim for maximum
compression, or compatibility with any other compression library; instead, it
aims for very high speeds and reasonable compression. For instance, compared to
the fastest mode of zlib, Snappy is an order of magnitude faster for most
inputs, but the resulting compressed files are anywhere from 20% to 100%
bigger."
socat,系统," Bidirectional data relay between two data channels ('netcat++')  Socat is a relay for bidirectional data transfer between two independent data channels. Each of these data channels may be a file, pipe, device (serial line etc. or a pseudo terminal), a socket (UNIX, IP4, IP6 - raw, UDP, TCP), an SSL socket, proxy CONNECT connection, a file descriptor (stdin etc.), the GNU line editor (readline), a program, or a combination of two of these.", Bidirectional data relay between two data channels ('netcat++')," Socat is a relay for bidirectional data transfer between two independent data
channels. Each of these data channels may be a file, pipe, device (serial line
etc. or a pseudo terminal), a socket (UNIX, IP4, IP6 - raw, UDP, TCP), an
SSL socket, proxy CONNECT connection, a file descriptor (stdin etc.), the GNU
line editor (readline), a program, or a combination of two of these."
socket_wrapper,系统, A library passing all socket communications through Unix sockets  socket_wrapper aims to help client/server software development teams willing to gain full functional test coverage. It makes it possible to run several instances of the full software stack on the same machine and perform locally functional testing of complex network configurations.  To use it set the following environment variables:  LD_PRELOAD=libsocket_wrapper.so SOCKET_WRAPPER_DIR=/path/to/swrap_dir  This package doesn't have a devel package because this project is for development/testing., A library passing all socket communications through Unix sockets," socket_wrapper aims to help client/server software development teams willing to
gain full functional test coverage. It makes it possible to run several
instances of the full software stack on the same machine and perform locally
functional testing of complex network configurations.

To use it set the following environment variables:

LD_PRELOAD=libsocket_wrapper.so
SOCKET_WRAPPER_DIR=/path/to/swrap_dir

This package doesn't have a devel package because this project is for
development/testing."
softhsm,系统," Software version of a PKCS#11 Hardware Security Module  OpenDNSSEC is providing a software implementation of a generic cryptographic device with a PKCS#11 interface, the SoftHSM. SoftHSM is designed to meet the requirements of OpenDNSSEC, but can also work together with other cryptographic products because of the PKCS#11 interface.", Software version of a PKCS#11 Hardware Security Module," OpenDNSSEC is providing a software implementation of a generic
cryptographic device with a PKCS#11 interface, the SoftHSM. SoftHSM is
designed to meet the requirements of OpenDNSSEC, but can also work together
with other cryptographic products because of the PKCS#11 interface."
sombok,应用," Unicode Text Segmentation Package  Sombok library package performs Line Breaking Algorithm described in Unicode Standards Annex #14 (UAX #14). East_Asian_Width informative properties defined by Annex #11 (UAX #11) may be concerned to determine breaking positions. This package also implements ""default"" Grapheme Cluster segmentation described in Annex #29 (UAX #29).", Unicode Text Segmentation Package," Sombok library package performs Line Breaking Algorithm described in Unicode
Standards Annex #14 (UAX #14). East_Asian_Width informative properties defined
by Annex #11 (UAX #11) may be concerned to determine breaking positions. This
package also implements ""default"" Grapheme Cluster segmentation described in
Annex #29 (UAX #29)."
sonatype-oss-parent,应用, Sonatype OSS Parent  Sonatype OSS parent pom used by other sonatype packages., Sonatype OSS Parent, Sonatype OSS parent pom used by other sonatype packages.
sonatype-plugins-parent,应用, Sonatype Plugins Parent POM  This package provides Sonatype plugins parent POM used by other Sonatype packages., Sonatype Plugins Parent POM," This package provides Sonatype plugins parent POM used by other Sonatype
packages."
sos,应用,A set of tools to gather troubleshooting information from a system  Sos is a set of tools that gathers information about system hardware and configuration. The information can then be used for diagnostic purposes and debugging. Sos is commonly used to help support technicians and developers. ,A set of tools to gather troubleshooting information from a system ,"Sos is a set of tools that gathers information about system
hardware and configuration. The information can then be used for
diagnostic purposes and debugging. Sos is commonly used to help
support technicians and developers. "
sos-audit,应用,Audit use of some commands for support purposes   Sos-audit provides configuration files for the Linux Auditing System to track the use of some commands capable of changing the configuration of the system. Currently storage and filesystem commands are audited. ,Audit use of some commands for support purposes ,"
Sos-audit provides configuration files for the Linux Auditing System
to track the use of some commands capable of changing the configuration
of the system. Currently storage and filesystem commands are audited. "
sos-collector,系统," Capture sosreports from multiple nodes simultaneously  sos-collector is a utility designed to capture sosreports from multiple nodes at once and collect them into a single archive. If the nodes are part of a cluster, profiles can be used to configure how the sosreport command is run on the nodes.", Capture sosreports from multiple nodes simultaneously," sos-collector is a utility designed to capture sosreports from multiple nodes
at once and collect them into a single archive. If the nodes are part of
a cluster, profiles can be used to configure how the sosreport command
is run on the nodes."
sound-theme-freedesktop,应用, freedesktop.org sound theme  The default freedesktop.org sound theme following the XDG theming specification.  (http://0pointer.de/public/sound-theme-spec.html)., freedesktop.org sound theme," The default freedesktop.org sound theme following the XDG theming
specification.  (http://0pointer.de/public/sound-theme-spec.html)."
soundtouch,应用," Audio Processing library for changing Tempo, Pitch and Playback Rates  SoundTouch is a LGPL-licensed open-source audio processing library for changing the Tempo, Pitch and Playback Rates of audio streams or files. The SoundTouch library is suited for application developers writing sound processing tools that require tempo/pitch control functionality, or just for playing around with the sound effects.  The SoundTouch library source kit includes an example utility SoundStretch which allows processing .wav audio files from a command-line interface."," Audio Processing library for changing Tempo, Pitch and Playback Rates"," SoundTouch is a LGPL-licensed open-source audio processing library for
changing the Tempo, Pitch and Playback Rates of audio streams or
files. The SoundTouch library is suited for application developers
writing sound processing tools that require tempo/pitch control
functionality, or just for playing around with the sound effects.

The SoundTouch library source kit includes an example utility
SoundStretch which allows processing .wav audio files from a
command-line interface."
source-highlight,应用," Produces a document with syntax highlighting  This program, given a source file, produces a document with syntax highlighting. At the moment this package can handle : Java, Javascript, C/C++, Prolog, Perl, Php3, Python, Flex, ChangeLog, Ruby, Lua, Caml, Sml and Log as source languages, and HTML, XHTML and ANSI color escape sequences as output format.", Produces a document with syntax highlighting," This program, given a source file, produces a document with syntax
highlighting. At the moment this package can handle :
Java, Javascript, C/C++, Prolog, Perl, Php3, Python, Flex, ChangeLog, Ruby,
Lua, Caml, Sml and Log as source languages, and HTML, XHTML and ANSI color
escape sequences as output format."
soxr,应用," The SoX Resampler library  The SoX Resampler library `libsoxr' performs one-dimensional sample-rate conversion -- it may be used, for example, to resample PCM-encoded audio.", The SoX Resampler library," The SoX Resampler library `libsoxr' performs one-dimensional sample-rate
conversion -- it may be used, for example, to resample PCM-encoded audio."
spamassassin,应用," Spam filter for email which can be invoked from mail delivery agents  SpamAssassin provides you with a way to reduce if not completely eliminate Unsolicited Commercial Email (SPAM) from your incoming email.  It can be invoked by a MDA such as sendmail or postfix, or can be called from a procmail script, .forward file, etc.  It uses a genetic-algorithm evolved scoring system to identify messages which look spammy, then adds headers to the message so they can be filtered by the user's mail reading software.  This distribution includes the spamd/spamc components which create a server that considerably speeds processing of mail.  To enable spamassassin, if you are receiving mail locally, simply add this line to your ~/.procmailrc: INCLUDERC=/etc/mail/spamassassin/spamassassin-default.rc  To filter spam for all users, add that line to /etc/procmailrc (creating if necessary).", Spam filter for email which can be invoked from mail delivery agents," SpamAssassin provides you with a way to reduce if not completely eliminate
Unsolicited Commercial Email (SPAM) from your incoming email.  It can
be invoked by a MDA such as sendmail or postfix, or can be called from
a procmail script, .forward file, etc.  It uses a genetic-algorithm
evolved scoring system to identify messages which look spammy, then
adds headers to the message so they can be filtered by the user's mail
reading software.  This distribution includes the spamd/spamc components
which create a server that considerably speeds processing of mail.

To enable spamassassin, if you are receiving mail locally, simply add
this line to your ~/.procmailrc:
INCLUDERC=/etc/mail/spamassassin/spamassassin-default.rc

To filter spam for all users, add that line to /etc/procmailrc
(creating if necessary)."
spec-version-maven-plugin,应用, Spec Version Maven Plugin  Maven Plugin to configure APIs version and specs in a MANIFEST.MF file., Spec Version Maven Plugin," Maven Plugin to configure APIs version and
specs in a MANIFEST.MF file."
spec-version-maven-plugin-javadoc,应用, Javadoc for spec-version-maven-plugin  This package contains javadoc for spec-version-maven-plugin., Javadoc for spec-version-maven-plugin, This package contains javadoc for spec-version-maven-plugin.
python3-speechd,应用, Python 3 Client API for speech-dispatcher  Python 3 module for speech-dispatcher, Python 3 Client API for speech-dispatcher, Python 3 module for speech-dispatcher
speech-dispatcher,应用," To provide a high-level device independent layer for speech synthesis  * Common interface to different TTS engines * Handling concurrent synthesis requests _ requests may come   asynchronously from multiple sources within an application   and/or from more different applications. * Subsequent serialization, resolution of conflicts and   priorities of incoming requests * Context switching _ state is maintained for each client   connection independently, event for connections from   within one application. * High-level client interfaces for popular programming languages * Common sound output handling _ audio playback is handled by   Speech Dispatcher rather than the TTS engine, since most engines   have limited sound output capabilities.", To provide a high-level device independent layer for speech synthesis," * Common interface to different TTS engines
* Handling concurrent synthesis requests _ requests may come
  asynchronously from multiple sources within an application
  and/or from more different applications.
* Subsequent serialization, resolution of conflicts and
  priorities of incoming requests
* Context switching _ state is maintained for each client
  connection independently, event for connections from
  within one application.
* High-level client interfaces for popular programming languages
* Common sound output handling _ audio playback is handled by
  Speech Dispatcher rather than the TTS engine, since most engines
  have limited sound output capabilities."
speech-dispatcher-espeak-ng,应用, Speech Dispatcher espeak-ng module  This package contains the espeak-ng output module for Speech Dispatcher., Speech Dispatcher espeak-ng module, This package contains the espeak-ng output module for Speech Dispatcher.
speex,应用," A voice compression format (codec)  Speex is a patent-free compression format designed especially for speech. It is specialized for voice communications at low bit-rates in the 2-45 kbps range. Possible applications include Voice over IP (VoIP), Internet audio streaming, audio books, and archiving of speech data (e.g. voice mail).", A voice compression format (codec)," Speex is a patent-free compression format designed especially for
speech. It is specialized for voice communications at low bit-rates in
the 2-45 kbps range. Possible applications include Voice over IP
(VoIP), Internet audio streaming, audio books, and archiving of speech
data (e.g. voice mail)."
speexdsp,应用," A voice compression format (DSP)  Speex is a patent-free compression format designed especially for speech. It is specialized for voice communications at low bit-rates in the 2-45 kbps range. Possible applications include Voice over IP (VoIP), Internet audio streaming, audio books, and archiving of speech data (e.g. voice mail).  This is the DSP package, see the speex package for the codec part.", A voice compression format (DSP)," Speex is a patent-free compression format designed especially for
speech. It is specialized for voice communications at low bit-rates in
the 2-45 kbps range. Possible applications include Voice over IP
(VoIP), Internet audio streaming, audio books, and archiving of speech
data (e.g. voice mail).

This is the DSP package, see the speex package for the codec part."
spice-server,应用," Implements the server side of the SPICE protocol  The Simple Protocol for Independent Computing Environments (SPICE) is a remote display system built for virtual environments which allows you to view a computing 'desktop' environment not only on the machine where it is running, but from anywhere on the Internet and from a wide variety of machine architectures.  This package contains the run-time libraries for any application that wishes to be a SPICE server.", Implements the server side of the SPICE protocol," The Simple Protocol for Independent Computing Environments (SPICE) is
a remote display system built for virtual environments which allows
you to view a computing 'desktop' environment not only on the machine
where it is running, but from anywhere on the Internet and from a wide
variety of machine architectures.

This package contains the run-time libraries for any application that wishes
to be a SPICE server."
spice-glib,应用, A GObject for communicating with Spice servers  spice-client-glib-2.0 is a SPICE client library for GLib2., A GObject for communicating with Spice servers, spice-client-glib-2.0 is a SPICE client library for GLib2.
spice-gtk,应用, A GTK+ widget for SPICE clients  Client libraries for SPICE desktop servers., A GTK+ widget for SPICE clients, Client libraries for SPICE desktop servers.
spice-gtk3,应用, A GTK3 widget for SPICE clients  spice-client-glib-3.0 is a SPICE client library for Gtk3., A GTK3 widget for SPICE clients, spice-client-glib-3.0 is a SPICE client library for Gtk3.
spice-gtk3-vala,应用, Vala bindings for the spice-gtk-3.0 library  A module allowing use of the spice-gtk-3.0 widget from vala, Vala bindings for the spice-gtk-3.0 library, A module allowing use of the spice-gtk-3.0 widget from vala
spice-gtk-tools,应用, Spice-gtk tools  Simple clients for interacting with SPICE servers. spicy is a client to a SPICE desktop server. spicy-screenshot is a tool to capture screen-shots of a SPICE desktop., Spice-gtk tools," Simple clients for interacting with SPICE servers.
spicy is a client to a SPICE desktop server.
spicy-screenshot is a tool to capture screen-shots of a SPICE desktop."
spice-parent,应用, Sonatype Spice Components  Spice components and libraries are common components used throughout the Sonatype Forge., Sonatype Spice Components," Spice components and libraries are common components
used throughout the Sonatype Forge."
spice-protocol,应用, Spice protocol header files  Header files describing the spice protocol and the para-virtual graphics card QXL., Spice protocol header files," Header files describing the spice protocol
and the para-virtual graphics card QXL."
spice-streaming-agent,应用," SPICE streaming agent  An agent, running on a guest, sending video streams of the X display to a remote client (over SPICE).", SPICE streaming agent," An agent, running on a guest, sending video streams of the X display to a
remote client (over SPICE)."
spice-vdagent,应用," Agent for Spice guests  Spice agent for Linux guests offering the following features:  Features: * Client mouse mode (no need to grab mouse by client, no mouse lag)   this is handled by the daemon by feeding mouse events into the kernel   via uinput. This will only work if the active X-session is running a   spice-vdagent process so that its resolution can be determined. * Automatic adjustment of the X-session resolution to the client resolution * Support of copy and paste (text and images) between the active X-session   and the client", Agent for Spice guests," Spice agent for Linux guests offering the following features:

Features:
* Client mouse mode (no need to grab mouse by client, no mouse lag)
  this is handled by the daemon by feeding mouse events into the kernel
  via uinput. This will only work if the active X-session is running a
  spice-vdagent process so that its resolution can be determined.
* Automatic adjustment of the X-session resolution to the client resolution
* Support of copy and paste (text and images) between the active X-session
  and the client"
spirv-tools,系统," API and commands for processing SPIR-V modules  The package includes an assembler, binary module parser, disassembler, and validator for SPIR-V..", API and commands for processing SPIR-V modules," The package includes an assembler, binary module parser,
disassembler, and validator for SPIR-V.."
spirv-tools-libs,系统, Library files for spirv-tools  library files for spirv-tools, Library files for spirv-tools, library files for spirv-tools
splix,系统," Driver for QPDL/SPL2 printers (Samsung and several Xerox printers)  This driver is usable by all printer devices which understand the QPDL (Quick Page Description Language) also known as SPL2 (Samsung Printer Language) language. It covers several Samsung, Xerox and Dell printers. Splix doesn't support old SPL(1) printers.", Driver for QPDL/SPL2 printers (Samsung and several Xerox printers)," This driver is usable by all printer devices which understand the QPDL
(Quick Page Description Language) also known as SPL2 (Samsung Printer Language)
language. It covers several Samsung, Xerox and Dell printers.
Splix doesn't support old SPL(1) printers."
